event_id,timestamp,source_ip,destination_ip,username,event_type,protocol,source_country,destination_country,device_name,os,event_status,severity,failed_login_attempts,malware_detected,vulnerability_id,cvss_score,asset_name,department
EVT00405,2025-08-02 09:40:00,153.161.209.204,10.0.6.227,root,Port Scan,HTTP,India,India,Device-34,Windows 10,Failed,Low,0,No,None,5.7,HR-PC-01,HR
EVT00406,2025-08-02 09:45:00,197.82.136.164,10.0.3.68,admin,SQL Injection Attempt,SMB,India,India,Device-84,Windows 11,Failed,High,0,No,CVE-2024-2201,7.7,Database-01,HR
EVT00407,2025-08-02 09:50:00,92.66.127.78,10.0.0.109,david,Login Success,SSH,India,India,Device-192,Windows 11,Failed,Medium,17,No,CVE-2023-1234,8.1,Finance-PC-02,Finance
EVT00408,2025-08-02 09:55:00,92.188.47.194,10.0.6.209,john,Privilege Escalation,HTTPS,India,India,Device-25,Windows 10,Failed,High,0,No,None,3.7,Firewall,Finance
EVT00409,2025-08-02 10:00:00,133.6.197.169,10.0.1.244,admin,Login Success,TCP,India,India,Device-147,Windows 11,Detected,Medium,3,No,CVE-2024-1045,3.7,Firewall,HR
EVT00410,2025-08-02 10:05:00,113.48.139.181,10.0.7.207,john,File Access,HTTPS,India,India,Device-169,Windows 11,Success,Low,0,No,CVE-2024-1045,0.8,Finance-PC-02,HR
EVT00411,2025-08-02 10:10:00,74.54.25.240,10.0.9.56,admin,Brute Force,SMB,India,India,Device-179,Windows 11,Success,High,20,No,CVE-2023-1234,6.9,Firewall,Sales
EVT00412,2025-08-02 10:15:00,87.190.193.28,10.0.9.158,john,Privilege Escalation,HTTPS,India,India,Device-3,Windows 10,Detected,High,0,No,CVE-2024-1045,1.7,Firewall,Finance
EVT00413,2025-08-02 10:20:00,205.42.33.56,10.0.9.186,john,USB Device Connected,HTTP,India,India,Device-62,Linux,Blocked,Low,0,No,None,5.7,Database-01,Sales
EVT00414,2025-08-02 10:25:00,45.210.65.221,10.0.10.208,david,Login Success,SMB,India,India,Device-59,Windows 11,Success,Low,11,No,CVE-2024-1045,8.6,Firewall,HR
EVT00415,2025-08-02 10:30:00,69.177.103.76,10.0.9.61,admin,File Access,SMB,India,India,Device-11,Windows 10,Blocked,Low,0,No,CVE-2024-1045,7.4,Finance-PC-02,Finance
EVT00416,2025-08-02 10:35:00,154.11.126.8,10.0.5.123,admin,Port Scan,HTTP,India,India,Device-103,Windows 11,Detected,Medium,0,No,CVE-2023-1234,4.9,Firewall,HR
EVT00417,2025-08-02 10:40:00,174.98.89.163,10.0.4.155,alex,USB Device Connected,HTTPS,India,India,Device-2,Windows 11,Detected,Low,0,No,None,8.0,Firewall,Finance
EVT00418,2025-08-02 10:45:00,53.244.75.116,10.0.0.98,root,Privilege Escalation,SSH,India,India,Device-103,Windows 11,Success,Critical,0,No,CVE-2024-2201,3.5,Database-01,Sales
EVT00419,2025-08-02 10:50:00,121.19.97.31,10.0.5.209,alex,Port Scan,HTTPS,India,India,Device-110,Linux,Failed,Medium,0,No,CVE-2024-1045,8.6,HR-PC-01,Finance
EVT00420,2025-08-02 10:55:00,28.184.217.130,10.0.6.116,david,Port Scan,HTTP,India,India,Device-26,Windows 11,Detected,Medium,0,No,CVE-2023-1234,0.6,WebServer,Sales
EVT00421,2025-08-02 11:00:00,49.251.183.249,10.0.9.97,root,File Access,SMB,India,India,Device-29,Linux,Success,Medium,0,No,CVE-2024-1045,4.9,HR-PC-01,Finance
EVT00422,2025-08-02 11:05:00,42.201.50.201,10.0.0.55,alice,Failed Login,HTTP,India,India,Device-45,Windows 10,Success,High,7,No,None,4.2,Database-01,HR
EVT00423,2025-08-02 11:10:00,156.167.97.32,10.0.5.169,david,Phishing Email,HTTP,India,India,Device-80,Linux,Success,Low,0,No,CVE-2024-1045,1.8,Firewall,HR
EVT00424,2025-08-02 11:15:00,109.56.167.150,10.0.9.234,alex,Malware Detection,HTTPS,India,India,Device-46,Windows 11,Blocked,Critical,0,Yes,CVE-2023-1234,5.4,Finance-PC-02,IT
EVT00425,2025-08-02 11:20:00,67.137.225.41,10.0.7.50,david,SQL Injection Attempt,SSH,India,India,Device-24,Windows 10,Success,High,0,No,CVE-2024-1045,2.6,HR-PC-01,Sales
EVT00426,2025-08-02 11:25:00,77.102.182.167,10.0.2.172,root,Privilege Escalation,HTTP,India,India,Device-139,Linux,Success,Critical,0,No,CVE-2023-1234,2.2,Firewall,HR
EVT00427,2025-08-02 11:30:00,206.34.172.14,10.0.7.242,alice,Brute Force,TCP,India,India,Device-170,Windows 11,Failed,Critical,1,No,CVE-2024-2201,8.6,WebServer,HR
EVT00428,2025-08-02 11:35:00,208.22.5.174,10.0.6.127,alex,Brute Force,TCP,India,India,Device-139,Windows 11,Failed,High,3,No,CVE-2024-2201,4.3,WebServer,Sales
EVT00429,2025-08-02 11:40:00,118.174.197.113,10.0.7.122,alice,Privilege Escalation,HTTP,India,India,Device-112,Windows 11,Blocked,High,0,No,CVE-2024-2201,5.7,WebServer,Sales
EVT00430,2025-08-02 11:45:00,100.239.91.58,10.0.8.16,root,Brute Force,HTTP,India,India,Device-106,Windows 10,Success,High,6,No,None,5.7,Finance-PC-02,IT
EVT00431,2025-08-02 11:50:00,2.72.115.177,10.0.6.87,john,Port Scan,TCP,India,India,Device-168,Windows 10,Blocked,Medium,0,No,None,6.0,Database-01,Finance
EVT00432,2025-08-02 11:55:00,166.218.156.112,10.0.4.167,root,SQL Injection Attempt,HTTP,India,India,Device-192,Windows 11,Failed,Critical,0,No,None,5.7,Finance-PC-02,HR
EVT00433,2025-08-02 12:00:00,25.3.223.41,10.0.8.74,root,Malware Detection,SSH,India,India,Device-190,Linux,Failed,Critical,0,Yes,CVE-2023-1234,1.9,HR-PC-01,Finance
EVT00434,2025-08-02 12:05:00,166.60.60.124,10.0.0.202,root,Failed Login,SSH,India,India,Device-92,Linux,Success,High,3,No,CVE-2023-1234,8.9,WebServer,Finance
EVT00435,2025-08-02 12:10:00,211.159.234.13,10.0.2.74,root,USB Device Connected,TCP,India,India,Device-152,Windows 11,Success,Low,0,No,CVE-2023-1234,4.3,WebServer,Sales
EVT00436,2025-08-02 12:15:00,151.86.252.128,10.0.10.181,root,SQL Injection Attempt,SMB,India,India,Device-196,Windows 10,Blocked,Critical,0,No,CVE-2023-1234,4.7,Database-01,HR
EVT00437,2025-08-02 12:20:00,71.7.226.254,10.0.7.247,alex,Brute Force,HTTP,India,India,Device-54,Windows 10,Blocked,High,4,No,None,9.1,Database-01,IT
EVT00438,2025-08-02 12:25:00,44.109.215.208,10.0.4.87,alex,Brute Force,HTTP,India,India,Device-143,Windows 11,Detected,High,10,No,None,7.7,Database-01,HR
EVT00439,2025-08-02 12:30:00,58.15.218.152,10.0.0.133,admin,Privilege Escalation,HTTP,India,India,Device-176,Linux,Success,High,0,No,CVE-2023-1234,7.2,Finance-PC-02,HR
EVT00440,2025-08-02 12:35:00,58.253.143.32,10.0.8.192,alice,SQL Injection Attempt,TCP,India,India,Device-76,Linux,Success,High,0,No,CVE-2024-2201,0.5,HR-PC-01,Finance
EVT00441,2025-08-02 12:40:00,172.230.140.245,10.0.0.15,root,Failed Login,HTTPS,India,India,Device-87,Windows 10,Failed,High,8,No,CVE-2023-1234,2.6,WebServer,HR
EVT00442,2025-08-02 12:45:00,121.83.211.118,10.0.6.57,david,File Access,SMB,India,India,Device-162,Windows 11,Detected,Medium,0,No,CVE-2023-1234,1.9,Firewall,HR
EVT00443,2025-08-02 12:50:00,117.179.180.218,10.0.10.204,admin,Login Success,HTTPS,India,India,Device-62,Windows 10,Blocked,Low,0,No,CVE-2024-2201,4.3,HR-PC-01,Finance
EVT00444,2025-08-02 12:55:00,181.6.137.239,10.0.6.179,john,Failed Login,HTTP,India,India,Device-153,Windows 10,Detected,High,0,No,CVE-2024-1045,5.5,Database-01,HR
EVT00445,2025-08-02 13:00:00,50.48.98.187,10.0.10.246,john,Failed Login,TCP,India,India,Device-106,Linux,Blocked,High,4,No,None,4.7,Firewall,HR
EVT00446,2025-08-02 13:05:00,183.51.18.49,10.0.5.17,david,Login Success,SMB,India,India,Device-153,Windows 11,Blocked,Low,12,No,CVE-2024-2201,1.7,HR-PC-01,Finance
EVT00447,2025-08-02 13:10:00,93.116.112.31,10.0.6.37,alice,Privilege Escalation,HTTPS,India,India,Device-91,Linux,Blocked,Critical,0,No,None,5.2,WebServer,Sales
EVT00448,2025-08-02 13:15:00,92.123.156.133,10.0.4.99,root,SQL Injection Attempt,SMB,India,India,Device-83,Windows 11,Failed,Critical,0,No,None,9.0,Firewall,HR
EVT00449,2025-08-02 13:20:00,112.216.134.129,10.0.10.223,root,Malware Detection,HTTPS,India,India,Device-80,Windows 10,Detected,Critical,0,Yes,None,4.5,Finance-PC-02,IT
EVT00450,2025-08-02 13:25:00,77.92.37.29,10.0.3.93,david,Phishing Email,HTTPS,India,India,Device-170,Windows 10,Failed,Low,0,No,CVE-2024-2201,8.2,WebServer,HR
EVT00451,2025-08-02 13:30:00,141.118.180.10,10.0.0.253,admin,USB Device Connected,HTTP,India,India,Device-128,Windows 10,Success,Medium,0,No,CVE-2023-1234,0.6,Database-01,IT
EVT00452,2025-08-02 13:35:00,153.234.124.158,10.0.3.56,alex,Privilege Escalation,HTTP,India,India,Device-142,Linux,Detected,High,0,No,CVE-2024-1045,5.8,Database-01,HR
EVT00453,2025-08-02 13:40:00,216.28.190.8,10.0.10.171,david,SQL Injection Attempt,SSH,India,India,Device-24,Windows 11,Detected,Critical,0,No,CVE-2024-1045,3.8,HR-PC-01,IT
EVT00454,2025-08-02 13:45:00,48.113.144.135,10.0.1.195,root,Login Success,HTTPS,India,India,Device-48,Windows 11,Success,Low,15,No,CVE-2024-1045,7.6,HR-PC-01,IT
EVT00455,2025-08-02 13:50:00,174.168.67.207,10.0.3.59,alice,Port Scan,SMB,India,India,Device-113,Windows 10,Success,Low,0,No,None,7.3,Firewall,HR
EVT00456,2025-08-02 13:55:00,153.150.87.161,10.0.0.253,david,Login Success,SMB,India,India,Device-43,Windows 10,Blocked,Medium,17,No,CVE-2023-1234,5.0,Finance-PC-02,Finance
EVT00457,2025-08-02 14:00:00,174.38.50.203,10.0.3.207,alice,File Access,HTTP,India,India,Device-10,Linux,Success,Low,0,No,CVE-2024-2201,2.2,Firewall,Sales
EVT00458,2025-08-02 14:05:00,172.26.221.196,10.0.9.193,alice,File Access,SMB,India,India,Device-96,Linux,Success,Low,0,No,None,3.3,Database-01,Finance
EVT00459,2025-08-02 14:10:00,41.89.214.248,10.0.7.230,john,File Access,TCP,India,India,Device-129,Linux,Failed,Medium,0,No,CVE-2024-1045,6.7,Database-01,IT
EVT00460,2025-08-02 14:15:00,23.97.231.219,10.0.4.16,david,Phishing Email,HTTPS,India,India,Device-108,Linux,Failed,Low,0,No,CVE-2023-1234,1.2,Database-01,HR
EVT00461,2025-08-02 14:20:00,106.250.225.85,10.0.2.173,john,Malware Detection,SSH,India,India,Device-24,Windows 10,Blocked,High,0,Yes,CVE-2024-2201,0.9,Firewall,Sales
EVT00462,2025-08-02 14:25:00,51.142.182.92,10.0.0.49,john,Port Scan,SSH,India,India,Device-84,Windows 10,Detected,Low,0,No,CVE-2023-1234,9.0,WebServer,IT
EVT00463,2025-08-02 14:30:00,20.220.129.181,10.0.10.199,john,Malware Detection,TCP,India,India,Device-80,Windows 11,Blocked,Critical,0,Yes,CVE-2024-1045,8.1,HR-PC-01,IT
EVT00464,2025-08-02 14:35:00,123.83.122.147,10.0.0.137,admin,Privilege Escalation,HTTP,India,India,Device-54,Windows 10,Success,High,0,No,CVE-2023-1234,4.1,Finance-PC-02,Finance
EVT00465,2025-08-02 14:40:00,73.182.97.36,10.0.8.162,alice,File Access,SMB,India,India,Device-25,Linux,Detected,Medium,0,No,CVE-2024-2201,9.8,Database-01,IT
EVT00466,2025-08-02 14:45:00,127.30.201.40,10.0.9.189,john,Failed Login,HTTP,India,India,Device-132,Windows 11,Detected,High,17,No,CVE-2024-1045,5.2,HR-PC-01,Sales
EVT00467,2025-08-02 14:50:00,152.140.119.198,10.0.9.96,root,Brute Force,SMB,India,India,Device-3,Linux,Blocked,Critical,9,No,CVE-2024-2201,8.4,Database-01,HR
EVT00468,2025-08-02 14:55:00,204.138.58.185,10.0.10.23,admin,USB Device Connected,TCP,India,India,Device-128,Windows 11,Detected,Low,0,No,CVE-2023-1234,6.2,Database-01,IT
EVT00469,2025-08-02 15:00:00,14.148.232.12,10.0.2.129,alex,File Access,HTTP,India,India,Device-54,Linux,Failed,Low,0,No,CVE-2024-1045,1.3,Finance-PC-02,IT
EVT00470,2025-08-02 15:05:00,93.170.77.83,10.0.5.137,alex,File Access,HTTPS,India,India,Device-162,Windows 11,Blocked,Medium,0,No,CVE-2023-1234,7.7,Database-01,IT
EVT00471,2025-08-02 15:10:00,125.53.96.100,10.0.9.135,david,Login Success,SMB,India,India,Device-29,Windows 10,Detected,Low,1,No,CVE-2023-1234,2.2,Firewall,IT
EVT00472,2025-08-02 15:15:00,86.176.205.16,10.0.9.234,alex,Privilege Escalation,HTTPS,India,India,Device-34,Windows 11,Success,High,0,No,CVE-2024-1045,4.5,WebServer,Sales
EVT00473,2025-08-02 15:20:00,142.16.86.182,10.0.10.170,alex,Failed Login,SSH,India,India,Device-17,Windows 11,Success,High,4,No,CVE-2024-1045,0.0,WebServer,HR
EVT00474,2025-08-02 15:25:00,183.55.249.96,10.0.5.42,alex,Phishing Email,HTTP,India,India,Device-63,Windows 11,Failed,Medium,0,No,CVE-2024-1045,6.9,WebServer,IT
EVT00475,2025-08-02 15:30:00,191.38.230.193,10.0.4.248,alice,Malware Detection,HTTP,India,India,Device-37,Windows 11,Failed,High,0,Yes,CVE-2023-1234,0.7,Firewall,HR
EVT00476,2025-08-02 15:35:00,72.3.244.232,10.0.6.50,root,Login Success,TCP,India,India,Device-91,Linux,Blocked,Low,16,No,CVE-2024-2201,1.6,Firewall,Finance
EVT00477,2025-08-02 15:40:00,83.219.56.13,10.0.1.223,admin,Privilege Escalation,HTTPS,India,India,Device-158,Windows 10,Detected,High,0,No,CVE-2024-2201,3.3,WebServer,HR
EVT00478,2025-08-02 15:45:00,130.213.115.142,10.0.4.191,david,Port Scan,HTTPS,India,India,Device-168,Windows 10,Failed,Medium,0,No,None,1.1,WebServer,Sales
EVT00479,2025-08-02 15:50:00,186.243.178.71,10.0.1.81,david,Failed Login,TCP,India,India,Device-43,Linux,Detected,High,16,No,None,5.0,Firewall,IT
EVT00480,2025-08-02 15:55:00,198.50.124.127,10.0.3.125,alice,SQL Injection Attempt,TCP,India,India,Device-43,Windows 11,Success,Critical,0,No,CVE-2023-1234,6.8,HR-PC-01,HR
EVT00481,2025-08-02 16:00:00,200.36.96.200,10.0.0.46,alex,SQL Injection Attempt,HTTPS,India,India,Device-112,Linux,Blocked,High,0,No,CVE-2024-1045,1.6,Finance-PC-02,HR
EVT00482,2025-08-02 16:05:00,119.73.144.145,10.0.5.42,alex,Brute Force,HTTPS,India,India,Device-139,Linux,Blocked,High,7,No,CVE-2024-1045,1.7,HR-PC-01,IT
EVT00483,2025-08-02 16:10:00,112.26.179.218,10.0.7.221,john,Brute Force,SSH,India,India,Device-56,Windows 11,Blocked,High,5,No,None,7.2,HR-PC-01,Finance
EVT00484,2025-08-02 16:15:00,176.79.246.166,10.0.0.208,david,Login Success,SSH,India,India,Device-157,Windows 11,Success,Medium,0,No,None,0.2,Database-01,Finance
EVT00485,2025-08-02 16:20:00,12.25.113.233,10.0.4.52,root,Malware Detection,HTTP,India,India,Device-50,Linux,Failed,Critical,0,Yes,CVE-2024-2201,5.3,Database-01,IT
EVT00486,2025-08-02 16:25:00,206.237.255.6,10.0.8.123,admin,SQL Injection Attempt,TCP,India,India,Device-117,Windows 10,Blocked,High,0,No,CVE-2024-2201,4.1,Database-01,IT
EVT00487,2025-08-02 16:30:00,119.166.85.166,10.0.1.99,admin,Failed Login,SMB,India,India,Device-114,Windows 11,Failed,High,9,No,CVE-2024-2201,3.0,Finance-PC-02,Sales
EVT00488,2025-08-02 16:35:00,206.0.254.153,10.0.6.10,john,Login Success,TCP,India,India,Device-187,Windows 10,Success,Low,18,No,CVE-2024-2201,9.5,WebServer,HR
EVT00489,2025-08-02 16:40:00,72.186.2.55,10.0.9.231,alex,Port Scan,SSH,India,India,Device-55,Linux,Detected,Medium,0,No,None,8.8,Firewall,Finance
EVT00490,2025-08-02 16:45:00,102.48.24.127,10.0.9.126,john,Login Success,TCP,India,India,Device-180,Windows 10,Blocked,Low,5,No,None,1.1,Finance-PC-02,IT
EVT00491,2025-08-02 16:50:00,120.80.249.189,10.0.5.66,alex,Brute Force,HTTPS,India,India,Device-124,Windows 11,Blocked,Critical,16,No,None,1.8,WebServer,Sales
EVT00492,2025-08-02 16:55:00,32.151.50.65,10.0.10.57,john,Failed Login,HTTPS,India,India,Device-28,Windows 10,Success,High,10,No,None,4.5,Finance-PC-02,IT
EVT00493,2025-08-02 17:00:00,120.241.131.98,10.0.7.122,david,Port Scan,SSH,India,India,Device-25,Windows 10,Blocked,Low,0,No,None,0.7,Finance-PC-02,Sales
EVT00494,2025-08-02 17:05:00,188.198.169.11,10.0.0.130,alex,Login Success,TCP,India,India,Device-116,Linux,Failed,Low,14,No,CVE-2024-2201,7.1,WebServer,HR
EVT00495,2025-08-02 17:10:00,126.219.200.171,10.0.10.8,root,File Access,SMB,India,India,Device-165,Linux,Success,Medium,0,No,CVE-2024-1045,7.7,Firewall,HR
EVT00496,2025-08-02 17:15:00,191.70.175.186,10.0.8.164,admin,Privilege Escalation,HTTP,India,India,Device-153,Linux,Detected,High,0,No,None,9.4,WebServer,IT
EVT00497,2025-08-02 17:20:00,41.210.128.91,10.0.4.83,alice,Privilege Escalation,HTTP,India,India,Device-135,Linux,Failed,High,0,No,None,6.0,HR-PC-01,IT
EVT00498,2025-08-02 17:25:00,176.70.232.189,10.0.10.143,admin,Malware Detection,SMB,India,India,Device-144,Windows 11,Failed,High,0,Yes,CVE-2023-1234,4.2,Database-01,IT
EVT00499,2025-08-02 17:30:00,4.164.87.38,10.0.5.212,john,SQL Injection Attempt,SMB,India,India,Device-11,Linux,Detected,Critical,0,No,CVE-2024-1045,3.3,Database-01,HR
EVT00500,2025-08-02 17:35:00,70.246.114.193,10.0.2.182,admin,USB Device Connected,SMB,India,India,Device-64,Windows 10,Failed,Medium,0,No,CVE-2023-1234,1.7,WebServer,IT
EVT00501,2025-08-02 17:40:00,157.255.237.186,10.0.0.127,alice,Login Success,HTTPS,India,India,Device-71,Linux,Detected,Low,15,No,None,8.4,HR-PC-01,Sales
EVT00502,2025-08-02 17:45:00,61.78.35.178,10.0.4.53,admin,File Access,HTTPS,India,India,Device-196,Windows 10,Failed,Low,0,No,CVE-2024-1045,3.6,Database-01,IT
EVT00503,2025-08-02 17:50:00,188.100.155.61,10.0.10.17,admin,Failed Login,HTTPS,India,India,Device-155,Linux,Detected,High,6,No,CVE-2024-2201,8.8,WebServer,Sales
EVT00504,2025-08-02 17:55:00,175.149.170.175,10.0.8.5,root,USB Device Connected,TCP,India,India,Device-33,Windows 11,Success,Medium,0,No,None,2.5,Finance-PC-02,Finance
EVT00505,2025-08-02 18:00:00,97.4.100.18,10.0.3.41,alice,Brute Force,HTTP,India,India,Device-199,Linux,Blocked,Critical,7,No,CVE-2024-2201,3.5,HR-PC-01,IT
EVT00506,2025-08-02 18:05:00,194.56.236.232,10.0.2.100,david,USB Device Connected,HTTP,India,India,Device-81,Windows 10,Failed,Low,0,No,CVE-2023-1234,4.7,WebServer,Sales
EVT00507,2025-08-02 18:10:00,163.246.172.15,10.0.7.101,alex,SQL Injection Attempt,SMB,India,India,Device-179,Linux,Detected,Critical,0,No,CVE-2023-1234,7.1,HR-PC-01,IT
EVT00508,2025-08-02 18:15:00,60.47.154.244,10.0.10.42,david,Port Scan,HTTP,India,India,Device-69,Windows 11,Blocked,Medium,0,No,CVE-2023-1234,8.5,WebServer,HR
EVT00509,2025-08-02 18:20:00,4.149.135.205,10.0.8.67,admin,Phishing Email,SSH,India,India,Device-12,Linux,Success,Medium,0,No,CVE-2024-1045,7.0,Database-01,Sales
EVT00510,2025-08-02 18:25:00,160.131.134.155,10.0.2.102,david,SQL Injection Attempt,SSH,India,India,Device-143,Windows 11,Failed,High,0,No,CVE-2023-1234,6.0,WebServer,Sales
EVT00511,2025-08-02 18:30:00,177.97.180.51,10.0.1.179,admin,Login Success,SSH,India,India,Device-49,Windows 11,Failed,Low,10,No,None,6.7,Firewall,Finance
EVT00512,2025-08-02 18:35:00,105.33.91.66,10.0.0.244,john,Malware Detection,TCP,India,India,Device-184,Windows 11,Failed,High,0,Yes,CVE-2024-1045,3.3,Database-01,Sales
EVT00513,2025-08-02 18:40:00,1.170.13.56,10.0.1.198,alex,Phishing Email,SSH,India,India,Device-119,Windows 11,Failed,Low,0,No,CVE-2024-2201,9.3,WebServer,Sales
EVT00514,2025-08-02 18:45:00,150.102.92.82,10.0.1.187,root,Privilege Escalation,HTTPS,India,India,Device-182,Windows 10,Failed,Critical,0,No,None,0.1,Database-01,HR
EVT00515,2025-08-02 18:50:00,51.255.162.103,10.0.9.124,alex,Malware Detection,TCP,India,India,Device-96,Windows 11,Detected,Critical,0,Yes,CVE-2024-2201,4.8,WebServer,IT
EVT00516,2025-08-02 18:55:00,3.126.64.13,10.0.6.25,john,SQL Injection Attempt,TCP,India,India,Device-77,Linux,Blocked,High,0,No,None,8.8,HR-PC-01,Finance
EVT00517,2025-08-02 19:00:00,191.79.244.15,10.0.6.113,alex,Brute Force,TCP,India,India,Device-4,Windows 10,Detected,High,9,No,CVE-2023-1234,0.5,Finance-PC-02,Finance
EVT00518,2025-08-02 19:05:00,44.143.185.62,10.0.1.38,root,File Access,HTTPS,India,India,Device-102,Linux,Blocked,Low,0,No,CVE-2024-2201,3.7,Finance-PC-02,HR
EVT00519,2025-08-02 19:10:00,107.110.53.193,10.0.1.237,john,Phishing Email,TCP,India,India,Device-163,Windows 11,Success,Low,0,No,CVE-2023-1234,5.3,Firewall,IT
EVT00520,2025-08-02 19:15:00,203.88.93.189,10.0.6.20,david,Brute Force,TCP,India,India,Device-1,Windows 10,Blocked,High,12,No,CVE-2024-1045,5.8,Database-01,HR
EVT00521,2025-08-02 19:20:00,49.51.158.113,10.0.3.149,alex,File Access,SSH,India,India,Device-39,Windows 10,Success,Medium,0,No,CVE-2024-1045,2.0,Finance-PC-02,HR
EVT00522,2025-08-02 19:25:00,162.176.244.130,10.0.6.57,john,Login Success,TCP,India,India,Device-4,Windows 11,Detected,Medium,19,No,CVE-2024-1045,5.0,HR-PC-01,Sales
EVT00523,2025-08-02 19:30:00,130.35.50.89,10.0.2.51,alex,Failed Login,SSH,India,India,Device-80,Windows 10,Blocked,High,16,No,CVE-2024-1045,3.8,WebServer,IT
EVT00524,2025-08-02 19:35:00,83.209.141.116,10.0.6.45,john,Malware Detection,SSH,India,India,Device-90,Linux,Blocked,High,0,Yes,CVE-2024-2201,5.0,WebServer,Finance
EVT00525,2025-08-02 19:40:00,86.27.108.191,10.0.9.239,alice,Failed Login,HTTP,India,India,Device-143,Linux,Blocked,High,15,No,CVE-2024-1045,4.2,HR-PC-01,IT
EVT00526,2025-08-02 19:45:00,157.183.240.250,10.0.10.115,alex,Brute Force,SMB,India,India,Device-50,Windows 11,Blocked,Critical,20,No,None,4.3,Finance-PC-02,Finance
EVT00527,2025-08-02 19:50:00,21.101.231.29,10.0.10.10,alex,File Access,TCP,India,India,Device-137,Linux,Failed,Medium,0,No,CVE-2024-1045,0.3,Finance-PC-02,Finance
EVT00528,2025-08-02 19:55:00,29.14.153.161,10.0.4.180,admin,Malware Detection,HTTP,India,India,Device-95,Windows 10,Detected,High,0,Yes,CVE-2024-2201,8.3,WebServer,Finance
EVT00529,2025-08-02 20:00:00,119.113.81.145,10.0.9.151,john,Failed Login,SMB,India,India,Device-75,Linux,Detected,High,9,No,CVE-2024-2201,1.0,HR-PC-01,HR
EVT00530,2025-08-02 20:05:00,153.85.219.178,10.0.4.239,david,Brute Force,SSH,India,India,Device-60,Windows 11,Detected,Critical,5,No,CVE-2024-2201,2.4,Database-01,HR
EVT00531,2025-08-02 20:10:00,20.38.122.30,10.0.10.79,admin,Privilege Escalation,HTTP,India,India,Device-104,Windows 10,Success,Critical,0,No,None,6.0,Database-01,Sales
EVT00532,2025-08-02 20:15:00,62.81.240.60,10.0.10.150,john,File Access,SMB,India,India,Device-65,Linux,Detected,Medium,0,No,CVE-2023-1234,5.8,HR-PC-01,HR
EVT00533,2025-08-02 20:20:00,9.66.78.150,10.0.0.133,alice,Port Scan,SMB,India,India,Device-141,Windows 11,Success,Low,0,No,CVE-2024-2201,8.7,Firewall,HR
EVT00534,2025-08-02 20:25:00,194.94.108.173,10.0.2.224,root,Malware Detection,SSH,India,India,Device-170,Linux,Failed,High,0,Yes,CVE-2024-1045,2.1,Firewall,Finance
EVT00535,2025-08-02 20:30:00,184.135.93.30,10.0.0.23,admin,Malware Detection,HTTPS,India,India,Device-128,Windows 11,Success,High,0,Yes,CVE-2024-2201,8.1,Firewall,Finance
EVT00536,2025-08-02 20:35:00,66.97.83.87,10.0.4.221,alex,SQL Injection Attempt,HTTPS,India,India,Device-93,Windows 11,Success,High,0,No,CVE-2024-1045,8.5,Finance-PC-02,Sales
EVT00537,2025-08-02 20:40:00,119.203.193.245,10.0.5.176,alice,Malware Detection,SSH,India,India,Device-154,Linux,Success,Critical,0,Yes,CVE-2024-2201,7.5,WebServer,Sales
EVT00538,2025-08-02 20:45:00,205.205.94.78,10.0.10.51,root,File Access,TCP,India,India,Device-78,Windows 11,Detected,Medium,0,No,None,8.2,WebServer,Sales
EVT00539,2025-08-02 20:50:00,214.243.131.213,10.0.0.154,alex,Malware Detection,HTTP,India,India,Device-58,Linux,Failed,Critical,0,Yes,CVE-2024-2201,7.8,HR-PC-01,Finance
EVT00540,2025-08-02 20:55:00,75.8.239.7,10.0.6.5,admin,Login Success,HTTP,India,India,Device-170,Windows 11,Success,Medium,12,No,CVE-2023-1234,1.5,WebServer,HR
EVT00541,2025-08-02 21:00:00,107.183.188.17,10.0.3.51,admin,Malware Detection,HTTP,India,India,Device-155,Windows 10,Blocked,Critical,0,Yes,CVE-2024-2201,4.2,Finance-PC-02,Finance
EVT00542,2025-08-02 21:05:00,208.112.141.163,10.0.0.223,root,Malware Detection,SMB,India,India,Device-82,Windows 11,Blocked,High,0,Yes,CVE-2024-2201,3.7,Database-01,Finance
EVT00543,2025-08-02 21:10:00,141.137.208.23,10.0.6.49,alex,SQL Injection Attempt,SSH,India,India,Device-187,Linux,Failed,Critical,0,No,CVE-2024-1045,3.3,Finance-PC-02,IT
EVT00544,2025-08-02 21:15:00,33.199.36.76,10.0.8.149,john,Login Success,HTTPS,India,India,Device-83,Windows 10,Detected,Medium,20,No,CVE-2024-1045,8.2,Database-01,HR
EVT00545,2025-08-02 21:20:00,158.25.154.119,10.0.8.237,alex,File Access,HTTPS,India,India,Device-166,Windows 11,Failed,Medium,0,No,CVE-2023-1234,5.0,WebServer,IT
EVT00546,2025-08-02 21:25:00,189.55.104.218,10.0.10.109,alex,File Access,HTTPS,India,India,Device-111,Windows 10,Detected,Medium,0,No,CVE-2023-1234,0.6,Database-01,HR
EVT00547,2025-08-02 21:30:00,109.184.112.47,10.0.6.247,alex,Brute Force,SMB,India,India,Device-91,Linux,Blocked,High,4,No,CVE-2024-1045,9.4,Database-01,Finance
EVT00548,2025-08-02 21:35:00,167.36.40.52,10.0.9.112,david,Port Scan,TCP,India,India,Device-83,Windows 11,Success,Low,0,No,CVE-2023-1234,9.9,HR-PC-01,HR
