event_id,prediction,threat_type,confidence_score,anomaly_score,severity,model_version,prediction_timestamp,timestamp,source_ip,destination_ip,username,event_type,protocol,source_country,destination_country,device_name,os,event_status,failed_login_attempts,malware_detected,vulnerability_id,cvss_score,asset_name,department,asset_id,criticality,criticality_score,vulnerability_id_vul,cve_id,vulnerability_name,severity_vul,cvss_score_vul,affected_asset,patch_available,status,mitre_id,technique_name,tactic,ioc_match,ioc_type,ioc_value,threat_name_ioc,threat_actor,ioc_confidence,threat_intelligence_score,severity_score,ml_confidence_score,asset_criticality_score,vulnerability_exposure_score,risk_score,risk_class,priority,correlation_id,correlated_event_count,is_correlated
EVT00223,Suspicious,Malware Detection,70,-0.0311475631810046,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 18:30:00,80.150.254.77,10.0.4.41,alice,Malware Detection,HTTPS,India,India,Device-86,Windows 11,Blocked,0,Yes,CVE-2023-1234,8.8,Finance-PC-02,Sales,AST002,High,0.75,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,,,,False,,,,,0,0,80,70.0,75.0,43.0,61.1,High,2,CORR-0088,3,True
EVT00224,Suspicious,Brute Force,45,-0.0391761947444202,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 18:35:00,99.20.47.150,10.0.3.249,alice,Brute Force,TCP,India,India,Device-134,Linux,Blocked,1,No,CVE-2023-1234,8.0,Firewall,Finance,AST004,Critical,1.0,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,,,,False,,,,,0,0,80,45.0,100.0,43.0,59.85,Moderate,3,CORR-0089,2,True
EVT00225,Suspicious,Brute Force,45,-0.0401163385470954,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 18:40:00,89.123.181.133,10.0.6.241,alex,Brute Force,HTTP,India,India,Device-134,Windows 11,Success,10,No,,6.5,WebServer,HR,AST003,High,0.75,,,,,,,,,,,,False,,,,,0,0,80,45.0,75.0,0.0,46.25,Moderate,3,CORR-0091,4,True
EVT00226,Suspicious,Privilege Escalation,30,-0.0059893035391739,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 18:45:00,158.107.219.75,10.0.10.43,admin,Privilege Escalation,TCP,India,India,Device-128,Windows 10,Success,0,No,CVE-2023-1234,2.9,WebServer,HR,AST003,High,0.75,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,,,,False,,,,,0,0,80,30.0,75.0,43.0,51.1,Moderate,3,CORR-0091,4,True
EVT00227,Normal,SQL Injection Attempt,5,0.0015985264921835,Low,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 18:50:00,148.249.104.149,10.0.8.173,admin,SQL Injection Attempt,HTTPS,India,India,Device-163,Windows 10,Failed,0,No,CVE-2024-1045,5.2,Finance-PC-02,IT,AST002,High,0.75,VUL001,CVE-2024-1045,Privilege Escalation,Critical,9.5,Database-01,Yes,Open,,,,False,,,,,0,0,30,5.0,75.0,95.0,42.75,Moderate,3,CORR-0088,3,True
EVT00228,Normal,File Access,0,0.004089856006322,Low,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 18:55:00,56.130.0.73,10.0.0.67,admin,File Access,HTTP,India,India,Device-159,Windows 10,Detected,0,No,CVE-2023-1234,3.1,HR-PC-01,IT,AST001,Medium,0.5,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,,,,False,,,,,0,0,30,0.0,50.0,43.0,26.1,Medium,4,CORR-0090,3,True
EVT00229,Suspicious,USB Device Connected,45,-0.0099523704625924,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 19:00:00,210.130.106.33,10.0.0.173,david,USB Device Connected,SMB,India,India,Device-3,Linux,Blocked,0,No,,7.3,HR-PC-01,IT,AST001,Medium,0.5,,,,,,,,,,,,False,,,,,0,0,80,45.0,50.0,0.0,41.25,Moderate,3,CORR-0090,3,True
EVT00230,Normal,Privilege Escalation,25,0.0133497513280216,Low,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 19:05:00,179.102.37.45,10.0.10.148,alex,Privilege Escalation,SSH,India,India,Device-136,Linux,Success,0,No,CVE-2024-1045,9.2,WebServer,IT,AST003,High,0.75,VUL001,CVE-2024-1045,Privilege Escalation,Critical,9.5,Database-01,Yes,Open,,,,False,,,,,0,0,30,25.0,75.0,95.0,47.75,Moderate,3,CORR-0091,4,True
EVT00231,Suspicious,Port Scan,35,-0.0037095254950704,Medium,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 19:10:00,196.89.27.190,10.0.6.168,david,Port Scan,HTTP,India,India,Device-41,Windows 11,Success,0,No,CVE-2023-1234,5.4,HR-PC-01,Finance,AST001,Medium,0.5,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,,,,False,,,,,0,0,60,35.0,50.0,43.0,42.35,Moderate,3,CORR-0092,5,True
EVT00232,Suspicious,Malware Detection,60,-0.0397338031145768,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 19:15:00,66.198.126.172,10.0.4.159,alice,Malware Detection,HTTP,India,India,Device-183,Linux,Blocked,0,Yes,CVE-2024-2201,5.8,HR-PC-01,HR,AST001,Medium,0.5,VUL003,CVE-2024-2201,Network Security Vulnerability,High,7.5,Firewall,Yes,Open,,,,False,,,,,0,0,80,60.0,50.0,75.0,60.0,Moderate,3,CORR-0092,5,True
EVT00233,Suspicious,Malware Detection,55,-0.0441362699511679,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 19:20:00,6.53.111.71,10.0.2.189,alice,Malware Detection,HTTP,India,India,Device-42,Linux,Success,0,Yes,CVE-2024-1045,3.9,HR-PC-01,HR,AST001,Medium,0.5,VUL001,CVE-2024-1045,Privilege Escalation,Critical,9.5,Database-01,Yes,Open,,,,False,,,,,0,0,80,55.0,50.0,95.0,62.75,High,2,CORR-0092,5,True
EVT00234,Normal,Privilege Escalation,0,0.0120646857456083,Low,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 19:25:00,197.16.78.185,10.0.7.241,david,Privilege Escalation,HTTPS,India,India,Device-94,Windows 10,Blocked,0,No,CVE-2024-1045,2.9,HR-PC-01,Finance,AST001,Medium,0.5,VUL001,CVE-2024-1045,Privilege Escalation,Critical,9.5,Database-01,Yes,Open,,,,False,,,,,0,0,30,0.0,50.0,95.0,36.5,Medium,4,CORR-0092,5,True
EVT00235,Suspicious,USB Device Connected,45,-0.0051981556867439,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 19:30:00,201.182.72.100,10.0.0.19,alice,USB Device Connected,TCP,India,India,Device-199,Windows 10,Failed,0,No,CVE-2023-1234,8.6,WebServer,Finance,AST003,High,0.75,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,,,,False,,,,,0,0,80,45.0,75.0,43.0,54.85,Moderate,3,CORR-0091,4,True
EVT00236,Suspicious,SQL Injection Attempt,45,-0.0249959478262863,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 19:35:00,213.253.220.209,10.0.6.109,alice,SQL Injection Attempt,SMB,India,India,Device-185,Windows 10,Failed,0,No,CVE-2023-1234,8.6,HR-PC-01,IT,AST001,Medium,0.5,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,,,,False,,,,,0,0,80,45.0,50.0,43.0,49.85,Moderate,3,CORR-0092,5,True
EVT00237,Suspicious,Failed Login,50,-0.0048019005079017,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 19:40:00,187.82.172.234,10.0.5.146,david,Failed Login,SSH,India,India,Device-32,Windows 10,Success,13,No,CVE-2024-1045,1.1,Database-01,Sales,AST005,Critical,1.0,VUL001,CVE-2024-1045,Privilege Escalation,Critical,9.5,Database-01,Yes,Open,T1110,Brute Force,Credential Access,False,,,,,0,0,80,50.0,100.0,95.0,71.5,High,2,CORR-0093,2,True
EVT00238,Normal,File Access,5,0.0024623593180761,Low,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 19:45:00,176.68.112.159,10.0.1.178,alice,File Access,HTTPS,India,India,Device-130,Windows 10,Failed,0,No,CVE-2023-1234,6.3,Finance-PC-02,HR,AST002,High,0.75,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,,,,False,,,,,0,0,30,5.0,75.0,43.0,32.35,Medium,4,CORR-0094,2,True
EVT00239,Suspicious,Login Success,65,-0.0144179346437862,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 19:50:00,175.127.67.31,10.0.4.249,root,Login Success,TCP,India,India,Device-2,Windows 10,Blocked,6,No,,9.3,Database-01,HR,AST005,Critical,1.0,,,,,,,,,,,,False,,,,,0,0,80,65.0,100.0,0.0,56.25,Moderate,3,CORR-0097,2,True
EVT00240,Suspicious,Failed Login,50,-0.0016541982502794,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 19:55:00,184.80.214.69,10.0.2.19,john,Failed Login,HTTP,India,India,Device-155,Windows 10,Failed,12,No,CVE-2023-1234,1.7,WebServer,Sales,AST003,High,0.75,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,T1110,Brute Force,Credential Access,False,,,,,0,0,80,50.0,75.0,43.0,56.1,Moderate,3,CORR-0093,2,True
EVT00241,Suspicious,Malware Detection,80,-0.0294545129543516,Critical,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 20:00:00,175.77.125.231,10.0.3.157,root,Malware Detection,HTTP,India,India,Device-141,Windows 10,Success,0,Yes,CVE-2024-2201,9.9,HR-PC-01,Finance,AST001,Medium,0.5,VUL003,CVE-2024-2201,Network Security Vulnerability,High,7.5,Firewall,Yes,Open,,,,False,,,,,0,0,100,80.0,50.0,75.0,70.0,High,2,CORR-0096,3,True
EVT00242,Suspicious,Brute Force,55,-0.0429794756220136,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 20:05:00,121.221.113.238,10.0.2.142,root,Brute Force,TCP,India,India,Device-112,Linux,Detected,11,No,CVE-2024-1045,4.4,Firewall,Sales,AST004,Critical,1.0,VUL001,CVE-2024-1045,Privilege Escalation,Critical,9.5,Database-01,Yes,Open,,,,False,,,,,0,0,80,55.0,100.0,95.0,72.75,High,2,CORR-0095,2,True
EVT00243,Suspicious,SQL Injection Attempt,30,-0.0092802441394559,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 20:10:00,47.26.24.254,10.0.5.221,root,SQL Injection Attempt,SSH,India,India,Device-42,Linux,Detected,0,No,CVE-2024-2201,3.5,Finance-PC-02,HR,AST002,High,0.75,VUL003,CVE-2024-2201,Network Security Vulnerability,High,7.5,Firewall,Yes,Open,,,,False,,,,,0,0,80,30.0,75.0,75.0,57.5,Moderate,3,CORR-0094,2,True
EVT00244,Normal,Port Scan,5,0.0073675698566979,Low,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 20:15:00,138.144.106.33,10.0.9.57,alice,Port Scan,TCP,India,India,Device-171,Windows 11,Failed,0,No,CVE-2023-1234,5.1,HR-PC-01,Sales,AST001,Medium,0.5,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,,,,False,,,,,0,0,30,5.0,50.0,43.0,27.35,Medium,4,CORR-0096,3,True
EVT00245,Suspicious,Login Success,55,-0.0211130000555379,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 20:20:00,53.27.158.192,10.0.4.160,john,Login Success,SSH,India,India,Device-4,Windows 10,Blocked,13,No,CVE-2024-1045,6.5,Database-01,IT,AST005,Critical,1.0,VUL001,CVE-2024-1045,Privilege Escalation,Critical,9.5,Database-01,Yes,Open,,,,False,,,,,0,0,80,55.0,100.0,95.0,72.75,High,2,CORR-0097,2,True
EVT00246,Normal,File Access,25,0.0003029589142177,Low,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 20:25:00,214.8.253.238,10.0.7.95,root,File Access,SSH,India,India,Device-8,Linux,Detected,0,No,CVE-2023-1234,9.6,Firewall,IT,AST004,Critical,1.0,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,,,,False,,,,,0,0,30,25.0,100.0,43.0,42.35,Moderate,3,CORR-0095,2,True
EVT00247,Suspicious,Port Scan,55,-0.0257612186770276,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 20:30:00,216.102.161.10,10.0.2.113,alex,Port Scan,HTTP,India,India,Device-116,Windows 11,Failed,0,No,CVE-2024-2201,9.9,Finance-PC-02,IT,AST002,High,0.75,VUL003,CVE-2024-2201,Network Security Vulnerability,High,7.5,Firewall,Yes,Open,,,,False,,,,,0,0,80,55.0,75.0,75.0,63.75,High,2,CORR-0099,2,True
EVT00248,Suspicious,Port Scan,30,-0.0117120729391909,Medium,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 20:35:00,19.196.247.94,10.0.3.10,root,Port Scan,SSH,India,India,Device-57,Windows 10,Failed,0,No,CVE-2024-1045,2.4,Firewall,Finance,AST004,Critical,1.0,VUL001,CVE-2024-1045,Privilege Escalation,Critical,9.5,Database-01,Yes,Open,,,,False,,,,,0,0,60,30.0,100.0,95.0,61.5,High,2,CORR-0096,3,True
EVT00249,Suspicious,Privilege Escalation,45,-0.0216691576365201,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 20:40:00,212.120.109.73,10.0.1.249,root,Privilege Escalation,TCP,India,India,Device-195,Windows 11,Blocked,0,No,,7.9,Database-01,Sales,AST005,Critical,1.0,,,,,,,,,,,,False,,,,,0,0,80,45.0,100.0,0.0,51.25,Moderate,3,CORR-0098,3,True
EVT00250,Normal,Port Scan,5,0.0105605788764403,Low,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 20:45:00,105.71.22.203,10.0.2.82,alex,Port Scan,HTTPS,India,India,Device-116,Linux,Failed,0,No,CVE-2023-1234,4.6,WebServer,Sales,AST003,High,0.75,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,,,,False,,,,,0,0,30,5.0,75.0,43.0,32.35,Medium,4,CORR-0101,2,True
EVT00251,Normal,SQL Injection Attempt,0,0.0093661783499049,Low,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 20:50:00,55.182.191.214,10.0.10.2,admin,SQL Injection Attempt,SSH,India,India,Device-195,Windows 10,Blocked,0,No,CVE-2024-1045,3.0,Database-01,Finance,AST005,Critical,1.0,VUL001,CVE-2024-1045,Privilege Escalation,Critical,9.5,Database-01,Yes,Open,,,,False,,,,,0,0,30,0.0,100.0,95.0,46.5,Moderate,3,CORR-0098,3,True
EVT00252,Suspicious,SQL Injection Attempt,55,-0.0080828111125373,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 20:55:00,11.26.9.182,10.0.2.154,david,SQL Injection Attempt,HTTPS,India,India,Device-183,Windows 11,Blocked,0,No,CVE-2024-2201,9.6,Database-01,IT,AST005,Critical,1.0,VUL003,CVE-2024-2201,Network Security Vulnerability,High,7.5,Firewall,Yes,Open,,,,False,,,,,0,0,80,55.0,100.0,75.0,68.75,High,2,CORR-0098,3,True
EVT00253,Suspicious,Brute Force,45,-0.0396799989346526,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 21:00:00,106.177.138.207,10.0.7.10,david,Brute Force,TCP,India,India,Device-79,Linux,Detected,7,No,CVE-2024-1045,5.2,Finance-PC-02,Finance,AST002,High,0.75,VUL001,CVE-2024-1045,Privilege Escalation,Critical,9.5,Database-01,Yes,Open,,,,False,,,,,0,0,80,45.0,75.0,95.0,65.25,High,2,CORR-0099,2,True
EVT00254,Suspicious,Login Success,30,-0.0066090378206464,Medium,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 21:05:00,207.77.243.182,10.0.2.238,alice,Login Success,TCP,India,India,Device-154,Windows 11,Failed,4,No,CVE-2023-1234,1.4,HR-PC-01,HR,AST001,Medium,0.5,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,,,,False,,,,,0,0,60,30.0,50.0,43.0,41.1,Moderate,3,CORR-0100,1,False
EVT00255,Suspicious,Brute Force,45,-0.0102169849906192,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 21:10:00,177.59.65.199,10.0.0.153,alice,Brute Force,HTTPS,India,India,Device-91,Windows 11,Failed,0,No,,8.0,Finance-PC-02,Sales,AST002,High,0.75,,,,,,,,,,,,False,,,,,0,0,80,45.0,75.0,0.0,46.25,Moderate,3,CORR-0102,2,True
EVT00256,Suspicious,Privilege Escalation,30,-0.0017250479102098,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 21:15:00,101.218.184.201,10.0.7.90,alice,Privilege Escalation,SSH,India,India,Device-48,Windows 10,Success,0,No,CVE-2024-2201,2.3,WebServer,Sales,AST003,High,0.75,VUL003,CVE-2024-2201,Network Security Vulnerability,High,7.5,Firewall,Yes,Open,,,,False,,,,,0,0,80,30.0,75.0,75.0,57.5,Moderate,3,CORR-0101,2,True
EVT00257,Suspicious,Login Success,40,-0.0055494326542351,Medium,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 21:20:00,21.237.1.250,10.0.10.63,john,Login Success,SSH,India,India,Device-189,Linux,Detected,7,No,CVE-2024-2201,1.8,Database-01,HR,AST005,Critical,1.0,VUL003,CVE-2024-2201,Network Security Vulnerability,High,7.5,Firewall,Yes,Open,,,,False,,,,,0,0,60,40.0,100.0,75.0,60.0,Moderate,3,CORR-0104,5,True
EVT00258,Normal,Failed Login,5,0.0023654768160047,Low,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 21:25:00,85.177.44.32,10.0.8.60,john,Failed Login,HTTPS,India,India,Device-144,Linux,Detected,2,No,CVE-2023-1234,5.7,Database-01,HR,AST005,Critical,1.0,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,T1110,Brute Force,Credential Access,False,,,,,0,0,30,5.0,100.0,43.0,37.35,Medium,4,CORR-0104,5,True
EVT00259,Suspicious,Phishing Email,30,-0.0049771523627506,Medium,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 21:30:00,91.94.252.157,10.0.1.117,david,Phishing Email,HTTP,India,India,Device-17,Windows 11,Blocked,0,No,CVE-2024-2201,3.9,HR-PC-01,Finance,AST001,Medium,0.5,VUL003,CVE-2024-2201,Network Security Vulnerability,High,7.5,Firewall,Yes,Open,,,,False,,,,,0,0,60,30.0,50.0,75.0,47.5,Moderate,3,CORR-0104,5,True
EVT00260,Suspicious,File Access,55,-0.0077239591979698,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 21:35:00,49.210.177.135,10.0.7.89,alex,File Access,TCP,India,India,Device-115,Windows 10,Success,0,No,CVE-2024-1045,9.5,Finance-PC-02,HR,AST002,High,0.75,VUL001,CVE-2024-1045,Privilege Escalation,Critical,9.5,Database-01,Yes,Open,,,,False,,,,,0,0,80,55.0,75.0,95.0,67.75,High,2,CORR-0102,2,True
EVT00261,Suspicious,Malware Detection,70,-0.0277190384347071,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 21:40:00,131.23.83.216,10.0.9.80,admin,Malware Detection,TCP,India,India,Device-69,Linux,Success,0,Yes,CVE-2024-1045,7.1,Firewall,Sales,AST004,Critical,1.0,VUL001,CVE-2024-1045,Privilege Escalation,Critical,9.5,Database-01,Yes,Open,,,,False,,,,,0,0,80,70.0,100.0,95.0,76.5,High,2,CORR-0103,1,False
EVT00262,Suspicious,Phishing Email,35,-0.0095276570094279,Medium,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 21:45:00,120.220.27.37,10.0.7.207,alice,Phishing Email,SMB,India,India,Device-75,Linux,Detected,0,No,,5.7,Database-01,HR,AST005,Critical,1.0,,,,,,,,,,,,False,,,,,0,0,60,35.0,100.0,0.0,43.75,Moderate,3,CORR-0104,5,True
EVT00263,Normal,File Access,0,0.0095881029668408,Low,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 21:50:00,17.185.94.16,10.0.3.49,admin,File Access,HTTPS,India,India,Device-61,Windows 11,Detected,0,No,CVE-2023-1234,1.7,Database-01,IT,AST005,Critical,1.0,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,,,,False,,,,,0,0,30,0.0,100.0,43.0,36.1,Medium,4,CORR-0104,5,True
EVT00264,Suspicious,Malware Detection,55,-0.0344527632492152,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 21:55:00,137.29.79.221,10.0.8.24,admin,Malware Detection,HTTP,India,India,Device-140,Windows 10,Failed,0,Yes,CVE-2024-2201,3.3,Database-01,IT,AST005,Critical,1.0,VUL003,CVE-2024-2201,Network Security Vulnerability,High,7.5,Firewall,Yes,Open,,,,False,,,,,0,0,80,55.0,100.0,75.0,68.75,High,2,CORR-0107,4,True
EVT00265,Suspicious,Privilege Escalation,55,-0.0073318496980721,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 22:00:00,106.182.21.141,10.0.0.219,alex,Privilege Escalation,SSH,India,India,Device-10,Linux,Blocked,0,No,CVE-2024-2201,9.3,Finance-PC-02,Finance,AST002,High,0.75,VUL003,CVE-2024-2201,Network Security Vulnerability,High,7.5,Firewall,Yes,Open,,,,False,,,,,0,0,80,55.0,75.0,75.0,63.75,High,2,CORR-0106,2,True
EVT00266,Normal,File Access,5,0.0131233418269749,Low,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 22:05:00,76.61.5.183,10.0.1.109,admin,File Access,HTTP,India,India,Device-32,Linux,Success,0,No,CVE-2024-1045,4.7,WebServer,HR,AST003,High,0.75,VUL001,CVE-2024-1045,Privilege Escalation,Critical,9.5,Database-01,Yes,Open,,,,False,,,,,0,0,30,5.0,75.0,95.0,42.75,Moderate,3,CORR-0107,4,True
EVT00267,Suspicious,SQL Injection Attempt,30,-0.0047046588587796,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 22:10:00,76.146.238.120,10.0.8.147,alex,SQL Injection Attempt,SMB,India,India,Device-54,Linux,Detected,0,No,CVE-2023-1234,0.8,WebServer,IT,AST003,High,0.75,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,,,,False,,,,,0,0,80,30.0,75.0,43.0,51.1,Moderate,3,CORR-0105,1,False
EVT00268,Suspicious,Privilege Escalation,45,-0.0010851665716152,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 22:15:00,160.230.104.185,10.0.4.209,david,Privilege Escalation,HTTP,India,India,Device-165,Linux,Detected,0,No,CVE-2023-1234,8.4,Finance-PC-02,HR,AST002,High,0.75,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,,,,False,,,,,0,0,80,45.0,75.0,43.0,54.85,Moderate,3,CORR-0106,2,True
EVT00269,Suspicious,Malware Detection,60,-0.0522994150181053,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 22:20:00,4.149.137.122,10.0.7.230,alice,Malware Detection,TCP,India,India,Device-152,Linux,Success,0,Yes,CVE-2024-1045,6.9,Finance-PC-02,HR,AST002,High,0.75,VUL001,CVE-2024-1045,Privilege Escalation,Critical,9.5,Database-01,Yes,Open,,,,False,,,,,0,0,80,60.0,75.0,95.0,69.0,High,2,CORR-0108,5,True
EVT00270,Suspicious,File Access,35,-0.0111990508465923,Medium,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 22:25:00,187.90.197.109,10.0.5.135,john,File Access,TCP,India,India,Device-132,Linux,Failed,0,No,,5.8,Database-01,Sales,AST005,Critical,1.0,,,,,,,,,,,,False,,,,,0,0,60,35.0,100.0,0.0,43.75,Moderate,3,CORR-0107,4,True
EVT00271,Normal,Privilege Escalation,15,0.0231684940008277,Low,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 22:30:00,35.10.231.112,10.0.10.173,root,Privilege Escalation,HTTPS,India,India,Device-112,Linux,Blocked,0,No,CVE-2024-1045,7.7,HR-PC-01,HR,AST001,Medium,0.5,VUL001,CVE-2024-1045,Privilege Escalation,Critical,9.5,Database-01,Yes,Open,,,,False,,,,,0,0,30,15.0,50.0,95.0,40.25,Moderate,3,CORR-0109,2,True
EVT00272,Normal,USB Device Connected,5,0.0014684326968082,Low,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 22:35:00,209.138.212.73,10.0.4.223,david,USB Device Connected,TCP,India,India,Device-29,Windows 10,Detected,0,No,CVE-2024-2201,5.2,Database-01,Finance,AST005,Critical,1.0,VUL003,CVE-2024-2201,Network Security Vulnerability,High,7.5,Firewall,Yes,Open,,,,False,,,,,0,0,30,5.0,100.0,75.0,43.75,Moderate,3,CORR-0107,4,True
EVT00273,Suspicious,Malware Detection,55,-0.0393021817995213,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 22:40:00,66.127.210.216,10.0.0.173,david,Malware Detection,SSH,India,India,Device-58,Windows 11,Success,0,Yes,,1.7,Firewall,Sales,AST004,Critical,1.0,,,,,,,,,,,,False,,,,,0,0,80,55.0,100.0,0.0,53.75,Moderate,3,CORR-0108,5,True
EVT00274,Suspicious,Malware Detection,60,-0.0348603192390196,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 22:45:00,101.137.4.73,10.0.2.31,alex,Malware Detection,SSH,India,India,Device-73,Linux,Blocked,0,Yes,CVE-2023-1234,5.5,Database-01,IT,AST005,Critical,1.0,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,,,,False,,,,,0,0,80,60.0,100.0,43.0,63.6,High,2,CORR-0108,5,True
EVT00275,Suspicious,Brute Force,50,-0.054837690702473,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 22:50:00,209.221.56.238,10.0.0.92,alex,Brute Force,HTTPS,India,India,Device-79,Windows 11,Blocked,14,No,,3.4,Firewall,HR,AST004,Critical,1.0,,,,,,,,,,,,False,,,,,0,0,80,50.0,100.0,0.0,52.5,Moderate,3,CORR-0108,5,True
EVT00276,Suspicious,Privilege Escalation,30,-0.0004493548784905,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 22:55:00,71.86.146.253,10.0.8.87,root,Privilege Escalation,TCP,India,India,Device-179,Windows 11,Failed,0,No,CVE-2024-1045,3.8,HR-PC-01,Sales,AST001,Medium,0.5,VUL001,CVE-2024-1045,Privilege Escalation,Critical,9.5,Database-01,Yes,Open,,,,False,,,,,0,0,80,30.0,50.0,95.0,56.5,Moderate,3,CORR-0109,2,True
EVT00277,Suspicious,Brute Force,30,-0.0278654772559751,High,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 23:00:00,194.135.9.140,10.0.10.157,root,Brute Force,TCP,India,India,Device-108,Linux,Detected,0,No,CVE-2023-1234,1.1,Firewall,IT,AST004,Critical,1.0,VUL002,CVE-2023-1234,Chrome Domain Spoofing,Medium,4.3,Finance-PC-02,Yes,Open,,,,False,,,,,0,0,80,30.0,100.0,43.0,56.1,Moderate,3,CORR-0108,5,True
EVT00278,Suspicious,File Access,30,-0.0076750549121223,Medium,IF_v2,2026-08-18T21:13:23.477157,2025-08-01 23:05:00,128.109.181.150,10.0.0.212,david,File Access,SSH,India,India,Device-139,Windows 10,Failed,0,No,,1.3,Finance-PC-02,Finance,AST002,High,0.75,,,,,,,,,,,,False,,,,,0,0,60,30.0,75.0,0.0,37.5,Medium,4,CORR-0110,2,True
