event_id,timestamp,source_ip,destination_ip,username,event_type,protocol,source_country,destination_country,device_name,os,event_status,severity,failed_login_attempts,malware_detected,vulnerability_id,cvss_score,asset_name,department,event_text,technique_id,technique_name,tactic
EVT00284,2025-08-01 23:35:00,85.78.33.170,10.0.9.101,alex,phishing email,TCP,India,India,Device-19,Windows 11,Success,Medium,0,No,,8.2,Database-01,Finance,phishing email success medium,,,
EVT00285,2025-08-01 23:40:00,220.220.172.175,10.0.4.170,alice,login success,HTTP,India,India,Device-176,Windows 11,Detected,Low,2,No,CVE-2024-2201,1.2,Finance-PC-02,Finance,login success detected low,T1110,Brute Force,Credential Access
EVT00286,2025-08-01 23:45:00,3.28.75.105,10.0.9.183,john,port scan,HTTP,India,India,Device-18,Linux,Failed,Low,0,No,CVE-2023-1234,9.8,Firewall,IT,port scan failed low,T1110,Brute Force,Credential Access
EVT00287,2025-08-01 23:50:00,159.150.158.202,10.0.2.116,admin,sql injection attempt,TCP,India,India,Device-74,Windows 11,Success,Critical,0,No,CVE-2024-2201,0.2,Database-01,Finance,sql injection attempt success critical,,,
EVT00288,2025-08-01 23:55:00,60.131.253.128,10.0.3.237,admin,failed login,HTTP,India,India,Device-74,Windows 11,Failed,High,5,No,CVE-2024-1045,2.4,Firewall,Sales,failed login failed high,T1110,Brute Force,Credential Access
EVT00289,2025-08-02 00:00:00,1.100.187.167,10.0.10.44,alice,failed login,TCP,India,India,Device-21,Windows 10,Failed,High,12,No,CVE-2024-2201,5.5,HR-PC-01,HR,failed login failed high,T1110,Brute Force,Credential Access
EVT00290,2025-08-02 00:05:00,137.61.153.134,10.0.1.198,john,privilege escalation,SSH,India,India,Device-103,Linux,Success,Critical,0,No,,9.6,Finance-PC-02,Sales,privilege escalation success critical,,,
EVT00291,2025-08-02 00:10:00,178.240.240.95,10.0.2.54,david,login success,SMB,India,India,Device-52,Linux,Failed,Medium,4,No,CVE-2023-1234,7.0,Database-01,Finance,login success failed medium,T1110,Brute Force,Credential Access
EVT00292,2025-08-02 00:15:00,13.125.58.248,10.0.5.18,alex,usb device connected,TCP,India,India,Device-55,Windows 10,Blocked,Low,0,No,CVE-2023-1234,4.5,Finance-PC-02,Sales,usb device connected blocked low,,,
EVT00293,2025-08-02 00:20:00,175.132.66.212,10.0.8.195,alex,sql injection attempt,TCP,India,India,Device-195,Windows 10,Failed,High,0,No,CVE-2024-2201,1.0,WebServer,HR,sql injection attempt failed high,T1110,Brute Force,Credential Access
EVT00294,2025-08-02 00:25:00,184.196.99.78,10.0.4.169,alice,malware detection,HTTP,India,India,Device-8,Linux,Failed,Critical,0,Yes,CVE-2024-2201,3.0,WebServer,IT,malware detection failed critical,T1110,Brute Force,Credential Access
EVT00295,2025-08-02 00:30:00,40.199.251.117,10.0.10.229,admin,sql injection attempt,HTTP,India,India,Device-154,Windows 10,Success,Critical,0,No,,2.4,Database-01,Sales,sql injection attempt success critical,,,
EVT00296,2025-08-02 00:35:00,103.180.42.10,10.0.8.117,root,brute force,HTTPS,India,India,Device-74,Linux,Blocked,Critical,10,No,CVE-2024-2201,8.8,WebServer,IT,brute force blocked critical,,,
EVT00297,2025-08-02 00:40:00,70.29.245.71,10.0.0.126,alice,file access,SSH,India,India,Device-189,Windows 10,Failed,Medium,0,No,CVE-2024-1045,5.1,Finance-PC-02,Finance,file access failed medium,T1110,Brute Force,Credential Access
EVT00298,2025-08-02 00:45:00,190.57.85.108,10.0.6.145,alice,malware detection,SMB,India,India,Device-186,Windows 11,Success,High,0,Yes,CVE-2024-2201,2.4,HR-PC-01,HR,malware detection success high,,,
EVT00299,2025-08-02 00:50:00,5.74.156.131,10.0.2.37,david,usb device connected,TCP,India,India,Device-120,Linux,Detected,Medium,0,No,,3.9,HR-PC-01,Sales,usb device connected detected medium,,,
EVT00300,2025-08-02 00:55:00,168.218.210.7,10.0.4.154,admin,usb device connected,HTTPS,India,India,Device-67,Windows 10,Success,Low,0,No,CVE-2024-1045,5.4,Database-01,Finance,usb device connected success low,,,
EVT00301,2025-08-02 01:00:00,42.154.211.134,10.0.2.21,root,failed login,SSH,India,India,Device-134,Windows 11,Detected,High,11,No,CVE-2024-1045,7.8,Finance-PC-02,Finance,failed login detected high,T1110,Brute Force,Credential Access
EVT00302,2025-08-02 01:05:00,143.39.69.5,10.0.10.23,john,privilege escalation,SMB,India,India,Device-153,Linux,Blocked,High,0,No,CVE-2023-1234,5.2,Database-01,HR,privilege escalation blocked high,,,
EVT00303,2025-08-02 01:10:00,20.182.159.176,10.0.4.186,alice,file access,HTTPS,India,India,Device-80,Windows 10,Detected,Low,0,No,CVE-2023-1234,4.4,HR-PC-01,Sales,file access detected low,,,
EVT00304,2025-08-02 01:15:00,180.244.128.164,10.0.4.110,root,brute force,SSH,India,India,Device-155,Windows 11,Blocked,Critical,16,No,CVE-2023-1234,3.4,Database-01,Sales,brute force blocked critical,,,
EVT00305,2025-08-02 01:20:00,179.242.77.225,10.0.3.86,admin,brute force,SMB,India,India,Device-145,Linux,Blocked,Critical,5,No,CVE-2023-1234,6.3,HR-PC-01,Finance,brute force blocked critical,,,
EVT00306,2025-08-02 01:25:00,220.245.183.21,10.0.4.125,alex,malware detection,SSH,India,India,Device-118,Windows 11,Detected,Critical,0,Yes,CVE-2024-2201,4.9,Database-01,Finance,malware detection detected critical,,,
EVT00307,2025-08-02 01:30:00,98.62.56.201,10.0.5.37,david,brute force,SMB,India,India,Device-115,Linux,Failed,High,15,No,CVE-2024-1045,8.5,Database-01,Sales,brute force failed high,T1110,Brute Force,Credential Access
EVT00308,2025-08-02 01:35:00,67.249.148.10,10.0.6.21,john,sql injection attempt,TCP,India,India,Device-148,Windows 10,Detected,Critical,0,No,CVE-2024-2201,2.5,Finance-PC-02,Finance,sql injection attempt detected critical,,,
EVT00309,2025-08-02 01:40:00,211.142.61.173,10.0.5.9,alice,usb device connected,HTTP,India,India,Device-186,Linux,Success,Medium,0,No,CVE-2024-2201,0.2,HR-PC-01,IT,usb device connected success medium,,,
EVT00310,2025-08-02 01:45:00,76.143.190.37,10.0.7.15,admin,file access,SSH,India,India,Device-114,Windows 10,Success,Medium,0,No,CVE-2023-1234,6.3,Database-01,Finance,file access success medium,,,
EVT00311,2025-08-02 01:50:00,222.87.144.89,10.0.3.166,alex,brute force,HTTP,India,India,Device-158,Windows 11,Detected,High,8,No,CVE-2023-1234,4.6,HR-PC-01,Sales,brute force detected high,,,
EVT00312,2025-08-02 01:55:00,58.176.28.84,10.0.1.172,david,file access,SMB,India,India,Device-184,Linux,Detected,Low,0,No,CVE-2024-2201,1.4,Database-01,IT,file access detected low,,,
EVT00313,2025-08-02 02:00:00,125.239.163.120,10.0.8.21,david,privilege escalation,SMB,India,India,Device-72,Linux,Success,High,0,No,CVE-2024-1045,8.9,WebServer,HR,privilege escalation success high,,,
EVT00314,2025-08-02 02:05:00,109.111.75.1,10.0.8.174,root,file access,TCP,India,India,Device-26,Windows 11,Blocked,Low,0,No,,6.8,Firewall,Finance,file access blocked low,,,
EVT00315,2025-08-02 02:10:00,20.211.230.77,10.0.6.239,david,file access,SSH,India,India,Device-160,Linux,Failed,Medium,0,No,CVE-2023-1234,6.0,Finance-PC-02,IT,file access failed medium,T1110,Brute Force,Credential Access
EVT00316,2025-08-02 02:15:00,213.72.135.251,10.0.10.12,admin,sql injection attempt,HTTP,India,India,Device-188,Linux,Success,High,0,No,,8.8,HR-PC-01,IT,sql injection attempt success high,,,
EVT00317,2025-08-02 02:20:00,159.8.220.141,10.0.9.103,admin,brute force,SSH,India,India,Device-15,Windows 11,Failed,High,7,No,CVE-2023-1234,6.5,HR-PC-01,HR,brute force failed high,T1110,Brute Force,Credential Access
EVT00318,2025-08-02 02:25:00,146.71.72.195,10.0.2.151,john,privilege escalation,HTTP,India,India,Device-8,Windows 11,Detected,Critical,0,No,CVE-2023-1234,7.9,Finance-PC-02,Sales,privilege escalation detected critical,,,
EVT00319,2025-08-02 02:30:00,108.122.194.213,10.0.4.159,admin,port scan,SMB,India,India,Device-83,Windows 11,Failed,Low,0,No,CVE-2023-1234,2.6,Firewall,Sales,port scan failed low,T1110,Brute Force,Credential Access
EVT00320,2025-08-02 02:35:00,65.62.46.183,10.0.5.104,david,phishing email,HTTPS,India,India,Device-108,Linux,Detected,Medium,0,No,CVE-2023-1234,3.8,WebServer,IT,phishing email detected medium,,,
EVT00321,2025-08-02 02:40:00,196.118.52.6,10.0.5.20,alex,usb device connected,HTTP,India,India,Device-178,Windows 10,Success,Medium,0,No,CVE-2024-1045,1.4,WebServer,HR,usb device connected success medium,,,
EVT00322,2025-08-02 02:45:00,178.186.95.60,10.0.0.75,alex,privilege escalation,SSH,India,India,Device-140,Linux,Detected,Critical,0,No,CVE-2024-2201,8.2,WebServer,Finance,privilege escalation detected critical,,,
EVT00323,2025-08-02 02:50:00,51.100.92.79,10.0.1.66,john,usb device connected,SSH,India,India,Device-161,Linux,Blocked,Low,0,No,CVE-2024-1045,4.5,Finance-PC-02,IT,usb device connected blocked low,,,
EVT00324,2025-08-02 02:55:00,60.1.84.117,10.0.9.33,alice,sql injection attempt,SSH,India,India,Device-39,Windows 10,Blocked,Critical,0,No,CVE-2024-2201,8.3,Database-01,HR,sql injection attempt blocked critical,,,
EVT00325,2025-08-02 03:00:00,2.29.18.220,10.0.7.73,john,privilege escalation,SMB,India,India,Device-193,Linux,Success,High,0,No,,6.0,Database-01,HR,privilege escalation success high,,,
EVT00326,2025-08-02 03:05:00,41.87.225.244,10.0.5.14,david,login success,SMB,India,India,Device-129,Windows 10,Blocked,Medium,18,No,CVE-2024-1045,9.7,Firewall,IT,login success blocked medium,T1110,Brute Force,Credential Access
EVT00327,2025-08-02 03:10:00,126.117.162.241,10.0.1.172,alice,malware detection,HTTP,India,India,Device-69,Linux,Detected,High,0,Yes,CVE-2024-2201,1.1,WebServer,Finance,malware detection detected high,,,
EVT00328,2025-08-02 03:15:00,15.167.81.11,10.0.0.8,alice,port scan,HTTP,India,India,Device-8,Linux,Blocked,Low,0,No,CVE-2023-1234,7.2,Firewall,Sales,port scan blocked low,,,
EVT00329,2025-08-02 03:20:00,52.89.179.184,10.0.1.202,alice,sql injection attempt,HTTP,India,India,Device-93,Windows 11,Detected,Critical,0,No,CVE-2023-1234,4.5,Firewall,IT,sql injection attempt detected critical,,,
EVT00330,2025-08-02 03:25:00,61.45.159.134,10.0.5.21,admin,malware detection,SMB,India,India,Device-153,Windows 10,Failed,High,0,Yes,CVE-2024-2201,7.7,HR-PC-01,IT,malware detection failed high,T1110,Brute Force,Credential Access
EVT00331,2025-08-02 03:30:00,55.237.69.199,10.0.3.214,admin,brute force,SSH,India,India,Device-19,Windows 10,Failed,Critical,18,No,CVE-2024-1045,9.3,HR-PC-01,Sales,brute force failed critical,T1110,Brute Force,Credential Access
EVT00332,2025-08-02 03:35:00,28.184.232.124,10.0.10.230,david,file access,HTTP,India,India,Device-151,Windows 10,Failed,Low,0,No,CVE-2024-2201,3.3,Database-01,IT,file access failed low,T1110,Brute Force,Credential Access
EVT00333,2025-08-02 03:40:00,83.55.67.53,10.0.5.121,alex,file access,HTTPS,India,India,Device-145,Windows 11,Success,Medium,0,No,CVE-2023-1234,1.3,Finance-PC-02,HR,file access success medium,,,
EVT00334,2025-08-02 03:45:00,40.145.60.249,10.0.5.58,alice,privilege escalation,HTTPS,India,India,Device-51,Windows 11,Detected,High,0,No,CVE-2024-1045,4.2,Database-01,IT,privilege escalation detected high,,,
EVT00335,2025-08-02 03:50:00,99.71.201.89,10.0.9.195,root,file access,SSH,India,India,Device-155,Windows 11,Success,Low,0,No,CVE-2024-1045,7.5,Database-01,Sales,file access success low,,,
EVT00336,2025-08-02 03:55:00,198.162.129.143,10.0.0.136,root,usb device connected,HTTPS,India,India,Device-7,Windows 10,Detected,Medium,0,No,CVE-2024-1045,1.7,HR-PC-01,IT,usb device connected detected medium,,,
EVT00337,2025-08-02 04:00:00,181.244.206.234,10.0.0.125,admin,file access,SMB,India,India,Device-21,Windows 11,Blocked,Low,0,No,CVE-2023-1234,6.1,HR-PC-01,Finance,file access blocked low,,,
EVT00338,2025-08-02 04:05:00,105.70.113.175,10.0.6.160,alex,privilege escalation,TCP,India,India,Device-64,Windows 11,Failed,High,0,No,CVE-2024-2201,1.9,WebServer,HR,privilege escalation failed high,T1110,Brute Force,Credential Access
EVT00339,2025-08-02 04:10:00,132.170.185.90,10.0.10.182,david,file access,HTTP,India,India,Device-90,Windows 10,Success,Low,0,No,CVE-2024-1045,9.1,Finance-PC-02,HR,file access success low,,,
EVT00340,2025-08-02 04:15:00,95.47.237.132,10.0.6.97,alice,sql injection attempt,TCP,India,India,Device-118,Windows 10,Failed,Critical,0,No,CVE-2024-2201,7.0,WebServer,Finance,sql injection attempt failed critical,T1110,Brute Force,Credential Access
EVT00341,2025-08-02 04:20:00,220.179.238.206,10.0.5.113,root,file access,TCP,India,India,Device-38,Linux,Failed,Low,0,No,,2.3,HR-PC-01,HR,file access failed low,T1110,Brute Force,Credential Access
EVT00342,2025-08-02 04:25:00,114.183.188.214,10.0.0.180,alex,phishing email,HTTP,India,India,Device-100,Linux,Blocked,Low,0,No,CVE-2024-2201,6.6,Firewall,Sales,phishing email blocked low,,,
EVT00343,2025-08-02 04:30:00,118.42.27.27,10.0.8.69,alex,privilege escalation,HTTPS,India,India,Device-55,Windows 10,Failed,Critical,0,No,CVE-2024-1045,2.8,Finance-PC-02,Sales,privilege escalation failed critical,T1110,Brute Force,Credential Access
EVT00344,2025-08-02 04:35:00,75.248.47.106,10.0.3.180,john,port scan,SSH,India,India,Device-32,Linux,Blocked,Medium,0,No,,0.3,HR-PC-01,HR,port scan blocked medium,,,
EVT00345,2025-08-02 04:40:00,50.16.225.34,10.0.1.176,david,usb device connected,TCP,India,India,Device-13,Windows 11,Detected,Low,0,No,CVE-2024-1045,6.9,Finance-PC-02,Sales,usb device connected detected low,,,
EVT00346,2025-08-02 04:45:00,65.60.46.219,10.0.10.137,root,privilege escalation,SMB,India,India,Device-94,Windows 11,Failed,High,0,No,CVE-2024-1045,8.6,Finance-PC-02,IT,privilege escalation failed high,T1110,Brute Force,Credential Access
EVT00347,2025-08-02 04:50:00,99.37.230.79,10.0.5.53,david,brute force,SSH,India,India,Device-17,Windows 10,Blocked,High,0,No,,3.0,Database-01,Sales,brute force blocked high,,,
EVT00348,2025-08-02 04:55:00,20.46.124.17,10.0.6.221,root,login success,SSH,India,India,Device-142,Windows 10,Success,Medium,4,No,CVE-2023-1234,4.9,HR-PC-01,HR,login success success medium,T1110,Brute Force,Credential Access
EVT00349,2025-08-02 05:00:00,53.137.7.128,10.0.10.170,root,port scan,SSH,India,India,Device-37,Windows 11,Blocked,Low,0,No,CVE-2023-1234,4.4,Firewall,Sales,port scan blocked low,,,
EVT00350,2025-08-02 05:05:00,181.203.42.6,10.0.3.141,john,phishing email,HTTP,India,India,Device-157,Linux,Blocked,Medium,0,No,CVE-2023-1234,5.6,WebServer,IT,phishing email blocked medium,,,
EVT00351,2025-08-02 05:10:00,220.169.122.186,10.0.3.136,john,login success,SMB,India,India,Device-22,Linux,Failed,Low,1,No,CVE-2024-2201,6.4,Firewall,Finance,login success failed low,T1110,Brute Force,Credential Access
EVT00352,2025-08-02 05:15:00,197.105.0.157,10.0.9.128,john,sql injection attempt,HTTP,India,India,Device-98,Windows 11,Failed,High,0,No,,2.6,Database-01,Sales,sql injection attempt failed high,T1110,Brute Force,Credential Access
EVT00353,2025-08-02 05:20:00,63.214.103.107,10.0.9.98,admin,malware detection,HTTP,India,India,Device-150,Windows 11,Failed,Critical,0,Yes,,0.6,Database-01,Sales,malware detection failed critical,T1110,Brute Force,Credential Access
EVT00354,2025-08-02 05:25:00,48.86.83.229,10.0.8.246,john,phishing email,SSH,India,India,Device-166,Windows 11,Detected,Medium,0,No,CVE-2024-1045,7.9,HR-PC-01,Finance,phishing email detected medium,,,
EVT00355,2025-08-02 05:30:00,147.22.117.167,10.0.3.219,alice,sql injection attempt,HTTP,India,India,Device-192,Linux,Detected,High,0,No,CVE-2024-2201,7.2,Database-01,Finance,sql injection attempt detected high,,,
EVT00356,2025-08-02 05:35:00,207.103.234.132,10.0.10.136,alice,usb device connected,TCP,India,India,Device-60,Windows 11,Failed,Medium,0,No,CVE-2023-1234,1.2,WebServer,Sales,usb device connected failed medium,T1110,Brute Force,Credential Access
EVT00357,2025-08-02 05:40:00,154.234.48.204,10.0.3.16,david,file access,HTTP,India,India,Device-140,Linux,Failed,Medium,0,No,CVE-2023-1234,5.3,Firewall,Sales,file access failed medium,T1110,Brute Force,Credential Access
EVT00358,2025-08-02 05:45:00,27.192.150.131,10.0.5.81,john,sql injection attempt,SSH,India,India,Device-170,Linux,Failed,Critical,0,No,CVE-2024-1045,0.8,Database-01,IT,sql injection attempt failed critical,T1110,Brute Force,Credential Access
EVT00359,2025-08-02 05:50:00,190.114.252.165,10.0.4.221,admin,privilege escalation,SSH,India,India,Device-89,Windows 10,Detected,Critical,0,No,CVE-2023-1234,2.0,HR-PC-01,HR,privilege escalation detected critical,,,
EVT00360,2025-08-02 05:55:00,87.151.231.109,10.0.10.78,alice,brute force,HTTPS,India,India,Device-67,Windows 11,Detected,High,12,No,CVE-2024-2201,0.4,Database-01,IT,brute force detected high,,,
EVT00361,2025-08-02 06:00:00,37.228.204.65,10.0.0.107,alice,brute force,HTTP,India,India,Device-82,Windows 11,Failed,High,12,No,CVE-2024-1045,4.0,Firewall,IT,brute force failed high,T1110,Brute Force,Credential Access
EVT00362,2025-08-02 06:05:00,29.70.194.235,10.0.1.99,root,usb device connected,SMB,India,India,Device-186,Windows 11,Detected,Low,0,No,CVE-2023-1234,5.4,Database-01,IT,usb device connected detected low,,,
EVT00363,2025-08-02 06:10:00,145.235.69.194,10.0.7.99,john,sql injection attempt,HTTP,India,India,Device-155,Windows 11,Blocked,Critical,0,No,CVE-2024-1045,4.8,Database-01,Sales,sql injection attempt blocked critical,,,
EVT00364,2025-08-02 06:15:00,13.79.98.3,10.0.4.108,alex,port scan,TCP,India,India,Device-48,Linux,Success,Medium,0,No,CVE-2023-1234,2.9,Database-01,Finance,port scan success medium,,,
EVT00365,2025-08-02 06:20:00,77.119.157.222,10.0.7.160,john,brute force,SMB,India,India,Device-50,Linux,Success,High,6,No,CVE-2023-1234,3.3,HR-PC-01,Sales,brute force success high,,,
EVT00366,2025-08-02 06:25:00,23.80.252.40,10.0.5.230,alice,login success,HTTP,India,India,Device-11,Linux,Detected,Medium,14,No,CVE-2024-2201,3.4,Firewall,HR,login success detected medium,T1110,Brute Force,Credential Access
EVT00367,2025-08-02 06:30:00,62.212.32.243,10.0.3.66,alice,port scan,SMB,India,India,Device-119,Windows 10,Detected,Low,0,No,,4.9,Finance-PC-02,HR,port scan detected low,,,
EVT00368,2025-08-02 06:35:00,100.95.146.144,10.0.6.49,root,login success,SSH,India,India,Device-190,Linux,Success,Medium,7,No,CVE-2023-1234,8.8,HR-PC-01,Sales,login success success medium,T1110,Brute Force,Credential Access
EVT00369,2025-08-02 06:40:00,221.29.161.41,10.0.2.14,alice,privilege escalation,SSH,India,India,Device-62,Linux,Success,High,0,No,,0.1,Finance-PC-02,Sales,privilege escalation success high,,,
EVT00370,2025-08-02 06:45:00,63.207.90.27,10.0.3.73,alice,usb device connected,HTTP,India,India,Device-7,Windows 11,Failed,Medium,0,No,CVE-2023-1234,9.2,HR-PC-01,Sales,usb device connected failed medium,T1110,Brute Force,Credential Access
EVT00371,2025-08-02 06:50:00,79.56.238.36,10.0.4.81,alice,privilege escalation,SMB,India,India,Device-139,Windows 10,Success,Critical,0,No,CVE-2024-2201,2.0,Finance-PC-02,HR,privilege escalation success critical,,,
EVT00372,2025-08-02 06:55:00,117.56.33.110,10.0.5.65,admin,login success,HTTP,India,India,Device-178,Linux,Blocked,Medium,11,No,CVE-2024-2201,4.0,Database-01,IT,login success blocked medium,T1110,Brute Force,Credential Access
EVT00373,2025-08-02 07:00:00,42.117.245.42,10.0.9.110,root,usb device connected,SSH,India,India,Device-29,Windows 10,Success,Medium,0,No,CVE-2023-1234,9.7,Database-01,Sales,usb device connected success medium,,,
EVT00374,2025-08-02 07:05:00,190.32.15.143,10.0.8.123,root,usb device connected,SMB,India,India,Device-138,Windows 11,Failed,Low,0,No,,9.0,HR-PC-01,Sales,usb device connected failed low,T1110,Brute Force,Credential Access
EVT00375,2025-08-02 07:10:00,66.178.170.133,10.0.5.146,admin,phishing email,HTTP,India,India,Device-110,Windows 11,Detected,Medium,0,No,CVE-2024-2201,6.6,Database-01,IT,phishing email detected medium,,,
EVT00376,2025-08-02 07:15:00,217.149.17.76,10.0.7.237,david,phishing email,HTTP,India,India,Device-24,Linux,Failed,Medium,0,No,,5.7,Firewall,Finance,phishing email failed medium,T1110,Brute Force,Credential Access
EVT00377,2025-08-02 07:20:00,155.115.86.38,10.0.10.185,david,privilege escalation,SMB,India,India,Device-81,Linux,Failed,High,0,No,CVE-2023-1234,6.7,Database-01,IT,privilege escalation failed high,T1110,Brute Force,Credential Access
EVT00378,2025-08-02 07:25:00,20.198.185.231,10.0.6.49,john,malware detection,TCP,India,India,Device-110,Windows 11,Failed,High,0,Yes,,9.0,WebServer,Finance,malware detection failed high,T1110,Brute Force,Credential Access
EVT00379,2025-08-02 07:30:00,210.68.194.134,10.0.10.25,alex,sql injection attempt,HTTPS,India,India,Device-126,Linux,Success,Critical,0,No,CVE-2023-1234,2.3,Finance-PC-02,IT,sql injection attempt success critical,,,
EVT00380,2025-08-02 07:35:00,5.176.150.60,10.0.6.128,david,file access,HTTPS,India,India,Device-13,Windows 11,Detected,Medium,0,No,CVE-2023-1234,5.9,Database-01,HR,file access detected medium,,,
EVT00381,2025-08-02 07:40:00,126.211.160.194,10.0.0.227,alice,sql injection attempt,HTTPS,India,India,Device-93,Linux,Success,High,0,No,CVE-2023-1234,1.3,WebServer,HR,sql injection attempt success high,,,
EVT00382,2025-08-02 07:45:00,68.170.20.21,10.0.2.36,john,login success,HTTPS,India,India,Device-54,Windows 11,Detected,Medium,6,No,CVE-2023-1234,3.7,HR-PC-01,HR,login success detected medium,T1110,Brute Force,Credential Access
EVT00383,2025-08-02 07:50:00,147.91.62.9,10.0.2.107,alex,usb device connected,HTTPS,India,India,Device-132,Windows 11,Success,Low,0,No,,6.0,Firewall,Sales,usb device connected success low,,,
EVT00384,2025-08-02 07:55:00,144.225.238.166,10.0.9.159,admin,privilege escalation,SMB,India,India,Device-88,Windows 11,Blocked,Critical,0,No,CVE-2024-1045,7.8,Database-01,IT,privilege escalation blocked critical,,,
EVT00385,2025-08-02 08:00:00,168.201.207.163,10.0.2.212,root,malware detection,HTTP,India,India,Device-144,Linux,Failed,Critical,0,Yes,CVE-2023-1234,8.7,Firewall,HR,malware detection failed critical,T1110,Brute Force,Credential Access
EVT00386,2025-08-02 08:05:00,99.227.183.172,10.0.0.245,root,failed login,SSH,India,India,Device-164,Windows 10,Success,High,7,No,CVE-2024-2201,1.7,Firewall,Sales,failed login success high,T1110,Brute Force,Credential Access
EVT00387,2025-08-02 08:10:00,192.162.44.246,10.0.4.179,root,failed login,HTTPS,India,India,Device-173,Windows 11,Success,High,10,No,,1.5,Firewall,HR,failed login success high,T1110,Brute Force,Credential Access
EVT00388,2025-08-02 08:15:00,7.0.31.18,10.0.8.93,david,brute force,TCP,India,India,Device-176,Linux,Success,Critical,14,No,CVE-2023-1234,5.7,WebServer,Finance,brute force success critical,,,
EVT00389,2025-08-02 08:20:00,89.32.89.46,10.0.9.2,root,sql injection attempt,SSH,India,India,Device-50,Linux,Failed,High,0,No,CVE-2024-1045,4.9,HR-PC-01,Sales,sql injection attempt failed high,T1110,Brute Force,Credential Access
EVT00390,2025-08-02 08:25:00,185.90.158.25,10.0.4.23,root,phishing email,TCP,India,India,Device-147,Windows 10,Detected,Low,0,No,CVE-2024-2201,4.4,Firewall,Sales,phishing email detected low,,,
EVT00391,2025-08-02 08:30:00,151.76.155.150,10.0.4.235,admin,port scan,HTTPS,India,India,Device-9,Linux,Detected,Medium,0,No,CVE-2024-1045,4.9,HR-PC-01,Finance,port scan detected medium,,,
EVT00392,2025-08-02 08:35:00,148.148.223.57,10.0.3.100,root,failed login,SMB,India,India,Device-19,Windows 10,Failed,High,8,No,,6.8,Database-01,Finance,failed login failed high,T1110,Brute Force,Credential Access
EVT00393,2025-08-02 08:40:00,67.195.53.34,10.0.3.249,david,failed login,HTTPS,India,India,Device-119,Windows 10,Success,High,16,No,CVE-2023-1234,9.8,Finance-PC-02,HR,failed login success high,T1110,Brute Force,Credential Access
EVT00394,2025-08-02 08:45:00,158.65.68.220,10.0.6.15,admin,file access,TCP,India,India,Device-113,Windows 11,Blocked,Medium,0,No,CVE-2023-1234,3.3,Database-01,HR,file access blocked medium,,,
EVT00395,2025-08-02 08:50:00,170.102.199.85,10.0.7.72,alice,usb device connected,HTTP,India,India,Device-77,Linux,Success,Low,0,No,,5.3,Finance-PC-02,HR,usb device connected success low,,,
EVT00396,2025-08-02 08:55:00,128.61.230.130,10.0.8.43,admin,failed login,HTTPS,India,India,Device-134,Linux,Detected,High,18,No,CVE-2024-1045,5.2,Finance-PC-02,HR,failed login detected high,T1110,Brute Force,Credential Access
EVT00397,2025-08-02 09:00:00,216.44.243.65,10.0.9.132,alice,failed login,TCP,India,India,Device-86,Linux,Detected,High,7,No,CVE-2023-1234,1.5,Firewall,Sales,failed login detected high,T1110,Brute Force,Credential Access
EVT00398,2025-08-02 09:05:00,122.131.209.190,10.0.8.148,root,failed login,TCP,India,India,Device-181,Windows 11,Detected,High,3,No,CVE-2024-2201,3.8,WebServer,IT,failed login detected high,T1110,Brute Force,Credential Access
EVT00399,2025-08-02 09:10:00,20.200.240.240,10.0.7.192,alex,port scan,HTTP,India,India,Device-103,Windows 11,Blocked,Medium,0,No,CVE-2023-1234,6.8,Finance-PC-02,Sales,port scan blocked medium,,,
EVT00400,2025-08-02 09:15:00,138.66.37.128,10.0.6.54,admin,login success,SSH,India,India,Device-51,Windows 10,Detected,Low,13,No,,8.0,WebServer,IT,login success detected low,T1110,Brute Force,Credential Access
EVT00401,2025-08-02 09:20:00,34.90.96.130,10.0.6.212,alice,usb device connected,TCP,India,India,Device-141,Windows 11,Detected,Medium,0,No,CVE-2024-1045,4.7,Database-01,Finance,usb device connected detected medium,,,
EVT00402,2025-08-02 09:25:00,150.149.16.158,10.0.8.84,alice,login success,TCP,India,India,Device-125,Windows 11,Failed,Medium,20,No,CVE-2023-1234,9.3,Finance-PC-02,Finance,login success failed medium,T1110,Brute Force,Credential Access
EVT00403,2025-08-02 09:30:00,108.17.151.198,10.0.0.89,john,usb device connected,HTTPS,India,India,Device-47,Windows 11,Failed,Low,0,No,,8.4,WebServer,HR,usb device connected failed low,T1110,Brute Force,Credential Access
EVT00404,2025-08-02 09:35:00,152.242.10.99,10.0.9.140,david,privilege escalation,HTTP,India,India,Device-189,Linux,Failed,High,0,No,,4.2,Finance-PC-02,HR,privilege escalation failed high,T1110,Brute Force,Credential Access
EVT00405,2025-08-02 09:40:00,153.161.209.204,10.0.6.227,root,port scan,HTTP,India,India,Device-34,Windows 10,Failed,Low,0,No,,5.7,HR-PC-01,HR,port scan failed low,T1110,Brute Force,Credential Access
EVT00406,2025-08-02 09:45:00,197.82.136.164,10.0.3.68,admin,sql injection attempt,SMB,India,India,Device-84,Windows 11,Failed,High,0,No,CVE-2024-2201,7.7,Database-01,HR,sql injection attempt failed high,T1110,Brute Force,Credential Access
