incident_id,correlation_id,event_ids,event_count,threat_type,risk_score,risk_class,priority,priority_rank,asset_id,asset_name,criticality,affected_user,source_ip,destination_ip,mitre_technique,technique_name,tactic,ioc_match,ioc_type,threat_actor,cvss_score,cve_id,status,created_at
INC-0100,CORR-0127,EVT00318|EVT00323,2,USB Device Connected,57.75,Moderate,Moderate,3,AST002,Finance-PC-02,High,john,51.100.92.79,10.0.1.66,nan,nan,nan,False,nan,nan,4.5,CVE-2024-1045,Open,2026-09-05T15:46:29.729159+00:00
INC-0101,CORR-0128,EVT00324|EVT00325,2,SQL Injection Attempt,66.25,High,High,2,AST005,Database-01,Critical,alice,60.1.84.117,10.0.9.33,nan,nan,nan,False,nan,nan,8.3,CVE-2024-2201,Open,2026-09-05T15:46:29.729159+00:00
INC-0102,CORR-0129,EVT00326|EVT00328|EVT00329,3,Login Success,77.75,High,High,2,AST004,Firewall,Critical,david,41.87.225.244,10.0.5.14,nan,nan,nan,False,nan,nan,9.7,CVE-2024-1045,Open,2026-09-05T15:46:29.730154+00:00
INC-0103,CORR-0130,EVT00321|EVT00322|EVT00327,3,Malware Detection,63.75,High,High,2,AST003,WebServer,High,alice,126.117.162.241,10.0.1.172,nan,nan,nan,False,nan,nan,1.1,CVE-2024-2201,Open,2026-09-05T15:46:29.730154+00:00
INC-0104,CORR-0131,EVT00330|EVT00331|EVT00336,3,Brute Force,67.75,High,High,2,AST001,HR-PC-01,Medium,admin,55.237.69.199,10.0.3.214,nan,nan,nan,False,nan,nan,9.3,CVE-2024-1045,Open,2026-09-05T15:46:29.730154+00:00
INC-0105,CORR-0133,EVT00334|EVT00338|EVT00340,3,SQL Injection Attempt,61.25,High,High,2,AST003,WebServer,High,alice,95.47.237.132,10.0.6.97,nan,nan,nan,False,nan,nan,7.0,CVE-2024-2201,Open,2026-09-05T15:46:29.730154+00:00
INC-0106,CORR-0134,EVT00333|EVT00335|EVT00337|EVT00339,4,File Access,70.25,High,High,2,AST005,Database-01,Critical,root,99.71.201.89,10.0.9.195,nan,nan,nan,False,nan,nan,7.5,CVE-2024-1045,Open,2026-09-05T15:46:29.731162+00:00
INC-0107,CORR-0136,EVT00341|EVT00344,2,File Access,32.5,Medium,Medium,4,AST001,HR-PC-01,Medium,root,220.179.238.206,10.0.5.113,nan,nan,nan,False,nan,nan,2.3,nan,Open,2026-09-05T15:46:29.731162+00:00
INC-0108,CORR-0137,EVT00343|EVT00345|EVT00346,3,Privilege Escalation,61.5,High,High,2,AST002,Finance-PC-02,High,alex,118.42.27.27,10.0.8.69,nan,nan,nan,False,nan,nan,2.8,CVE-2024-1045,Open,2026-09-05T15:46:29.731162+00:00
INC-0109,CORR-0140,EVT00348|EVT00349|EVT00351,3,Login Success,43.75,Moderate,Moderate,3,AST004,Firewall,Critical,john,220.169.122.186,10.0.3.136,nan,nan,nan,False,nan,nan,6.4,CVE-2024-2201,Open,2026-09-05T15:46:29.732162+00:00
INC-0110,CORR-0141,EVT00352|EVT00353|EVT00355,3,Malware Detection,53.75,Moderate,Moderate,3,AST005,Database-01,Critical,admin,63.214.103.107,10.0.9.98,nan,nan,nan,False,nan,nan,0.6,nan,Open,2026-09-05T15:46:29.732162+00:00
INC-0111,CORR-0142,EVT00354|EVT00359,2,Privilege Escalation,46.1,Moderate,Moderate,3,AST001,HR-PC-01,Medium,admin,190.114.252.165,10.0.4.221,nan,nan,nan,False,nan,nan,2.0,CVE-2023-1234,Open,2026-09-05T15:46:29.732162+00:00
INC-0112,CORR-0143,EVT00357|EVT00361,2,Brute Force,72.75,High,High,2,AST004,Firewall,Critical,alice,37.228.204.65,10.0.0.107,nan,nan,nan,False,nan,nan,4.0,CVE-2024-1045,Open,2026-09-05T15:46:29.732162+00:00
INC-0113,CORR-0144,EVT00356|EVT00358|EVT00360|EVT00362|EVT00363,5,SQL Injection Attempt,67.75,High,High,2,AST005,Database-01,Critical,john,145.235.69.194,10.0.7.99,nan,nan,nan,False,nan,nan,4.8,CVE-2024-1045,Open,2026-09-05T15:46:29.733161+00:00
INC-0114,CORR-0145,EVT00364|EVT00367|EVT00369|EVT00371,4,Port Scan,51.1,Moderate,Moderate,3,AST005,Database-01,Critical,alex,13.79.98.3,10.0.4.108,nan,nan,nan,False,nan,nan,2.9,CVE-2023-1234,Open,2026-09-05T15:46:29.733161+00:00
INC-0115,CORR-0146,EVT00365|EVT00366|EVT00368,3,Login Success,67.5,High,High,2,AST004,Firewall,Critical,alice,23.80.252.40,10.0.5.230,nan,nan,nan,False,nan,nan,3.4,CVE-2024-2201,Open,2026-09-05T15:46:29.733161+00:00
INC-0116,CORR-0147,EVT00370|EVT00372|EVT00373|EVT00374,4,Login Success,68.75,High,High,2,AST005,Database-01,Critical,admin,117.56.33.110,10.0.5.65,nan,nan,nan,False,nan,nan,4.0,CVE-2024-2201,Open,2026-09-05T15:46:29.734163+00:00
INC-0117,CORR-0150,EVT00379|EVT00381,2,SQL Injection Attempt,51.1,Moderate,Moderate,3,AST002,Finance-PC-02,High,alex,210.68.194.134,10.0.10.25,nan,nan,nan,False,nan,nan,2.3,CVE-2023-1234,Open,2026-09-05T15:46:29.734163+00:00
INC-0118,CORR-0151,EVT00375|EVT00377|EVT00380|EVT00384,4,Privilege Escalation,70.25,High,High,2,AST005,Database-01,Critical,admin,144.225.238.166,10.0.9.159,nan,nan,nan,False,nan,nan,7.8,CVE-2024-1045,Open,2026-09-05T15:46:29.734163+00:00
INC-0119,CORR-0155,EVT00389|EVT00391,2,Port Scan,52.75,Moderate,Moderate,3,AST001,HR-PC-01,Medium,admin,151.76.155.150,10.0.4.235,nan,nan,nan,False,nan,nan,4.9,CVE-2024-1045,Open,2026-09-05T15:46:29.735259+00:00
INC-0120,CORR-0156,EVT00385|EVT00390,2,Malware Detection,66.1,High,High,2,AST004,Firewall,Critical,root,168.201.207.163,10.0.2.212,nan,nan,nan,False,nan,nan,8.7,CVE-2023-1234,Open,2026-09-05T15:46:29.735259+00:00
INC-0121,CORR-0157,EVT00386|EVT00387|EVT00392|EVT00394|EVT00397,5,Failed Login,58.6,Moderate,Moderate,3,AST004,Firewall,Critical,alice,216.44.243.65,10.0.9.132,T1110,Brute Force,Credential Access,False,nan,nan,1.5,CVE-2023-1234,Open,2026-09-05T15:46:29.735259+00:00
INC-0122,CORR-0158,EVT00393|EVT00395|EVT00396,3,Failed Login,67.75,High,High,2,AST002,Finance-PC-02,High,admin,128.61.230.130,10.0.8.43,T1110,Brute Force,Credential Access,False,nan,nan,5.2,CVE-2024-1045,Open,2026-09-05T15:46:29.736297+00:00
INC-0123,CORR-0159,EVT00398|EVT00400|EVT00403,3,Failed Login,57.5,Moderate,Moderate,3,AST003,WebServer,High,root,122.131.209.190,10.0.8.148,T1110,Brute Force,Credential Access,False,nan,nan,3.8,CVE-2024-2201,Open,2026-09-05T15:46:29.736297+00:00
INC-0124,CORR-0160,EVT00402|EVT00404,2,Login Success,62.35,High,High,2,AST002,Finance-PC-02,High,alice,150.149.16.158,10.0.8.84,nan,nan,nan,False,nan,nan,9.3,CVE-2023-1234,Open,2026-09-05T15:46:29.736297+00:00
INC-0125,CORR-0161,EVT00399|EVT00405,2,Port Scan,47.35,Moderate,Moderate,3,AST002,Finance-PC-02,High,alex,20.200.240.240,10.0.7.192,nan,nan,nan,False,nan,nan,6.8,CVE-2023-1234,Open,2026-09-05T15:46:29.736297+00:00
INC-0126,CORR-0162,EVT00401|EVT00406,2,USB Device Connected,47.75,Moderate,Moderate,3,AST005,Database-01,Critical,alice,34.90.96.130,10.0.6.212,nan,nan,nan,False,nan,nan,4.7,CVE-2024-1045,Open,2026-09-05T15:46:29.737294+00:00
INC-0127,CORR-0163,EVT00407|EVT00408|EVT00409,3,Login Success,59.85,Moderate,Moderate,3,AST002,Finance-PC-02,High,david,92.66.127.78,10.0.0.109,nan,nan,nan,False,nan,nan,8.1,CVE-2023-1234,Open,2026-09-05T15:46:29.737294+00:00
INC-0128,CORR-0165,EVT00410|EVT00415,2,File Access,65.25,High,High,2,AST002,Finance-PC-02,High,admin,69.177.103.76,10.0.9.61,nan,nan,nan,False,nan,nan,7.4,CVE-2024-1045,Open,2026-09-05T15:46:29.737294+00:00
INC-0129,CORR-0166,EVT00411|EVT00412|EVT00414|EVT00416|EVT00420,5,Login Success,75.25,High,High,2,AST004,Firewall,Critical,david,45.210.65.221,10.0.10.208,nan,nan,nan,False,nan,nan,8.6,CVE-2024-1045,Open,2026-09-05T15:46:29.738306+00:00
INC-0130,CORR-0167,EVT00418|EVT00422,2,Privilege Escalation,42.5,Moderate,Moderate,3,AST005,Database-01,Critical,root,53.244.75.116,10.0.0.98,nan,nan,nan,False,nan,nan,3.5,CVE-2024-2201,Open,2026-09-05T15:46:29.738306+00:00
INC-0131,CORR-0168,EVT00417|EVT00423|EVT00426,3,Phishing Email,61.5,High,High,2,AST004,Firewall,Critical,david,156.167.97.32,10.0.5.169,nan,nan,nan,False,nan,nan,1.8,CVE-2024-1045,Open,2026-09-05T15:46:29.738306+00:00
INC-0132,CORR-0170,EVT00419|EVT00421|EVT00425,3,Port Scan,60.25,High,High,2,AST001,HR-PC-01,Medium,alex,121.19.97.31,10.0.5.209,nan,nan,nan,False,nan,nan,8.6,CVE-2024-1045,Open,2026-09-05T15:46:29.738306+00:00
INC-0133,CORR-0173,EVT00430|EVT00432,2,Brute Force,46.25,Moderate,Moderate,3,AST002,Finance-PC-02,High,root,100.239.91.58,10.0.8.16,nan,nan,nan,False,nan,nan,5.7,nan,Open,2026-09-05T15:46:29.739307+00:00
INC-0134,CORR-0175,EVT00428|EVT00429|EVT00434,3,Brute Force,38.75,Medium,Medium,4,AST003,WebServer,High,alex,208.22.5.174,10.0.6.127,nan,nan,nan,False,nan,nan,4.3,CVE-2024-2201,Open,2026-09-05T15:46:29.739307+00:00
INC-0135,CORR-0176,EVT00437|EVT00438,2,Brute Force,53.75,Moderate,Moderate,3,AST005,Database-01,Critical,alex,71.7.226.254,10.0.7.247,nan,nan,nan,False,nan,nan,9.1,nan,Open,2026-09-05T15:46:29.739307+00:00
INC-0136,CORR-0178,EVT00436|EVT00440|EVT00443|EVT00446,4,Login Success,57.5,Moderate,Moderate,3,AST001,HR-PC-01,Medium,david,183.51.18.49,10.0.5.17,nan,nan,nan,False,nan,nan,1.7,CVE-2024-2201,Open,2026-09-05T15:46:29.740307+00:00
INC-0137,CORR-0179,EVT00435|EVT00441|EVT00444,3,Failed Login,47.75,Moderate,Moderate,3,AST005,Database-01,Critical,john,181.6.137.239,10.0.6.179,T1110,Brute Force,Credential Access,False,nan,nan,5.5,CVE-2024-1045,Open,2026-09-05T15:46:29.740307+00:00
INC-0138,CORR-0180,EVT00442|EVT00445,2,Failed Login,48.75,Moderate,Moderate,3,AST004,Firewall,Critical,john,50.48.98.187,10.0.10.246,T1110,Brute Force,Credential Access,False,nan,nan,4.7,nan,Open,2026-09-05T15:46:29.740307+00:00
INC-0139,CORR-0182,EVT00447|EVT00450,2,Phishing Email,61.25,High,High,2,AST003,WebServer,High,david,77.92.37.29,10.0.3.93,nan,nan,nan,False,nan,nan,8.2,CVE-2024-2201,Open,2026-09-05T15:46:29.741371+00:00
INC-0140,CORR-0183,EVT00451|EVT00456,2,USB Device Connected,51.1,Moderate,Moderate,3,AST005,Database-01,Critical,admin,141.118.180.10,10.0.0.253,nan,nan,nan,False,nan,nan,0.6,CVE-2023-1234,Open,2026-09-05T15:46:29.741371+00:00
INC-0141,CORR-0184,EVT00448|EVT00453|EVT00454,3,Login Success,65.25,High,High,2,AST001,HR-PC-01,Medium,root,48.113.144.135,10.0.1.195,nan,nan,nan,False,nan,nan,7.6,CVE-2024-1045,Open,2026-09-05T15:46:29.741371+00:00
INC-0142,CORR-0186,EVT00452|EVT00457|EVT00458,3,File Access,57.5,Moderate,Moderate,3,AST004,Firewall,Critical,alice,174.38.50.203,10.0.3.207,nan,nan,nan,False,nan,nan,2.2,CVE-2024-2201,Open,2026-09-05T15:46:29.742384+00:00
INC-0143,CORR-0188,EVT00461|EVT00463|EVT00466,3,Malware Detection,68.75,High,High,2,AST004,Firewall,Critical,john,106.250.225.85,10.0.2.173,nan,nan,nan,False,nan,nan,0.9,CVE-2024-2201,Open,2026-09-05T15:46:29.742384+00:00
INC-0144,CORR-0190,EVT00459|EVT00460|EVT00465|EVT00467|EVT00468|EVT00469|EVT00470,7,Brute Force,68.75,High,High,2,AST005,Database-01,Critical,root,152.140.119.198,10.0.9.96,nan,nan,nan,False,nan,nan,8.4,CVE-2024-2201,Open,2026-09-05T15:46:29.743384+00:00
INC-0145,CORR-0192,EVT00472|EVT00474|EVT00477|EVT00478,4,Phishing Email,57.75,Moderate,Moderate,3,AST003,WebServer,High,alex,183.55.249.96,10.0.5.42,nan,nan,nan,False,nan,nan,6.9,CVE-2024-1045,Open,2026-09-05T15:46:29.743384+00:00
INC-0146,CORR-0193,EVT00473|EVT00475|EVT00476|EVT00479,4,Login Success,67.5,High,High,2,AST004,Firewall,Critical,root,72.3.244.232,10.0.6.50,nan,nan,nan,False,nan,nan,1.6,CVE-2024-2201,Open,2026-09-05T15:46:29.743384+00:00
INC-0147,CORR-0194,EVT00480|EVT00482|EVT00483,3,Brute Force,59.0,Moderate,Moderate,3,AST001,HR-PC-01,Medium,alex,119.73.144.145,10.0.5.42,nan,nan,nan,False,nan,nan,1.7,CVE-2024-1045,Open,2026-09-05T15:46:29.744382+00:00
INC-0148,CORR-0195,EVT00484|EVT00485|EVT00486,3,Malware Detection,70.0,High,High,2,AST005,Database-01,Critical,root,12.25.113.233,10.0.4.52,nan,nan,nan,False,nan,nan,5.3,CVE-2024-2201,Open,2026-09-05T15:46:29.744382+00:00
INC-0149,CORR-0196,EVT00481|EVT00487|EVT00490|EVT00492,4,Failed Login,46.25,Moderate,Moderate,3,AST002,Finance-PC-02,High,john,32.151.50.65,10.0.10.57,T1110,Brute Force,Credential Access,False,nan,nan,4.5,nan,Open,2026-09-05T15:46:29.745382+00:00
INC-0150,CORR-0197,EVT00489|EVT00493|EVT00495,3,Port Scan,51.25,Moderate,Moderate,3,AST004,Firewall,Critical,alex,72.186.2.55,10.0.9.231,nan,nan,nan,False,nan,nan,8.8,nan,Open,2026-09-05T15:46:29.745382+00:00
INC-0151,CORR-0198,EVT00488|EVT00491,2,Login Success,68.75,High,High,2,AST003,WebServer,High,john,206.0.254.153,10.0.6.10,nan,nan,nan,False,nan,nan,9.5,CVE-2024-2201,Open,2026-09-05T15:46:29.745382+00:00
INC-0152,CORR-0200,EVT00498|EVT00499|EVT00502,3,SQL Injection Attempt,66.5,High,High,2,AST005,Database-01,Critical,john,4.164.87.38,10.0.5.212,nan,nan,nan,False,nan,nan,3.3,CVE-2024-1045,Open,2026-09-05T15:46:29.745382+00:00
INC-0153,CORR-0201,EVT00494|EVT00496|EVT00500|EVT00504,4,Login Success,66.25,High,High,2,AST003,WebServer,High,alex,188.198.169.11,10.0.0.130,nan,nan,nan,False,nan,nan,7.1,CVE-2024-2201,Open,2026-09-05T15:46:29.746381+00:00
INC-0154,CORR-0202,EVT00501|EVT00505|EVT00507,3,Brute Force,55.0,Moderate,Moderate,3,AST001,HR-PC-01,Medium,alice,97.4.100.18,10.0.3.41,nan,nan,nan,False,nan,nan,3.5,CVE-2024-2201,Open,2026-09-05T15:46:29.746381+00:00
INC-0155,CORR-0203,EVT00503|EVT00506|EVT00508,3,Failed Login,63.75,High,High,2,AST003,WebServer,High,admin,188.100.155.61,10.0.10.17,T1110,Brute Force,Credential Access,False,nan,nan,8.8,CVE-2024-2201,Open,2026-09-05T15:46:29.746381+00:00
INC-0156,CORR-0204,EVT00509|EVT00514,2,Phishing Email,70.25,High,High,2,AST005,Database-01,Critical,admin,4.149.135.205,10.0.8.67,nan,nan,nan,False,nan,nan,7.0,CVE-2024-1045,Open,2026-09-05T15:46:29.747382+00:00
INC-0157,CORR-0206,EVT00512|EVT00515,2,Malware Detection,72.75,High,High,2,AST005,Database-01,Critical,john,105.33.91.66,10.0.0.244,nan,nan,nan,False,nan,nan,3.3,CVE-2024-1045,Open,2026-09-05T15:46:29.747382+00:00
INC-0158,CORR-0207,EVT00510|EVT00516|EVT00522,3,Login Success,62.75,High,High,2,AST001,HR-PC-01,Medium,john,162.176.244.130,10.0.6.57,nan,nan,nan,False,nan,nan,5.0,CVE-2024-1045,Open,2026-09-05T15:46:29.747382+00:00
INC-0159,CORR-0208,EVT00517|EVT00518,2,Brute Force,53.6,Moderate,Moderate,3,AST002,Finance-PC-02,High,alex,191.79.244.15,10.0.6.113,nan,nan,nan,False,nan,nan,0.5,CVE-2023-1234,Open,2026-09-05T15:46:29.747382+00:00
INC-0160,CORR-0209,EVT00513|EVT00519,2,Phishing Email,63.75,High,High,2,AST003,WebServer,High,alex,1.170.13.56,10.0.1.198,nan,nan,nan,False,nan,nan,9.3,CVE-2024-2201,Open,2026-09-05T15:46:29.748850+00:00
INC-0161,CORR-0210,EVT00523|EVT00524|EVT00525|EVT00528,4,Malware Detection,67.5,High,High,2,AST003,WebServer,High,admin,29.14.153.161,10.0.4.180,nan,nan,nan,False,nan,nan,8.3,CVE-2024-2201,Open,2026-09-05T15:46:29.748850+00:00
INC-0162,CORR-0211,EVT00520|EVT00521|EVT00526,3,Brute Force,72.75,High,High,2,AST005,Database-01,Critical,david,203.88.93.189,10.0.6.20,nan,nan,nan,False,nan,nan,5.8,CVE-2024-1045,Open,2026-09-05T15:46:29.748850+00:00
INC-0163,CORR-0212,EVT00530|EVT00531,2,Brute Force,62.5,High,High,2,AST005,Database-01,Critical,david,153.85.219.178,10.0.4.239,nan,nan,nan,False,nan,nan,2.4,CVE-2024-2201,Open,2026-09-05T15:46:29.749851+00:00
INC-0164,CORR-0213,EVT00527|EVT00529|EVT00532,3,Failed Login,55.0,Moderate,Moderate,3,AST001,HR-PC-01,Medium,john,119.113.81.145,10.0.9.151,T1110,Brute Force,Credential Access,False,nan,nan,1.0,CVE-2024-2201,Open,2026-09-05T15:46:29.749851+00:00
INC-0165,CORR-0216,EVT00534|EVT00535|EVT00537|EVT00538|EVT00539,5,Malware Detection,72.75,High,High,2,AST004,Firewall,Critical,root,194.94.108.173,10.0.2.224,nan,nan,nan,False,nan,nan,2.1,CVE-2024-1045,Open,2026-09-05T15:46:29.750359+00:00
INC-0166,CORR-0217,EVT00541|EVT00543,2,Malware Detection,65.0,High,High,2,AST002,Finance-PC-02,High,admin,107.183.188.17,10.0.3.51,nan,nan,nan,False,nan,nan,4.2,CVE-2024-2201,Open,2026-09-05T15:46:29.750359+00:00
INC-0167,CORR-0218,EVT00542|EVT00544,2,Login Success,75.25,High,High,2,AST005,Database-01,Critical,john,33.199.36.76,10.0.8.149,nan,nan,nan,False,nan,nan,8.2,CVE-2024-1045,Open,2026-09-05T15:46:29.750359+00:00
INC-0168,CORR-0219,EVT00540|EVT00545|EVT00549,3,Login Success,56.1,Moderate,Moderate,3,AST003,WebServer,High,admin,75.8.239.7,10.0.6.5,nan,nan,nan,False,nan,nan,1.5,CVE-2023-1234,Open,2026-09-05T15:46:29.751364+00:00
INC-0169,CORR-0222,EVT00546|EVT00547|EVT00551|EVT00553,4,Brute Force,72.75,High,High,2,AST005,Database-01,Critical,alex,109.184.112.47,10.0.6.247,nan,nan,nan,False,nan,nan,9.4,CVE-2024-1045,Open,2026-09-05T15:46:29.751364+00:00
INC-0170,CORR-0223,EVT00554|EVT00555|EVT00556,3,Privilege Escalation,46.5,Moderate,Moderate,3,AST005,Database-01,Critical,admin,6.76.161.17,10.0.10.93,nan,nan,nan,False,nan,nan,1.4,CVE-2024-1045,Open,2026-09-05T15:46:29.751364+00:00
INC-0171,CORR-0225,EVT00552|EVT00558|EVT00560,3,Failed Login,59.0,Moderate,Moderate,3,AST001,HR-PC-01,Medium,alice,189.7.94.125,10.0.5.65,T1110,Brute Force,Credential Access,False,nan,nan,1.0,CVE-2024-1045,Open,2026-09-05T15:46:29.751364+00:00
INC-0172,CORR-0227,EVT00559|EVT00561|EVT00563|EVT00564|EVT00565,5,SQL Injection Attempt,61.5,High,High,2,AST003,WebServer,High,alice,198.188.87.227,10.0.7.93,nan,nan,nan,False,nan,nan,3.3,CVE-2024-1045,Open,2026-09-05T15:46:29.752363+00:00
INC-0173,CORR-0229,EVT00566|EVT00570|EVT00573,3,Brute Force,62.5,High,High,2,AST002,Finance-PC-02,High,admin,32.50.8.159,10.0.7.46,nan,nan,nan,False,nan,nan,1.9,CVE-2024-2201,Open,2026-09-05T15:46:29.752363+00:00
INC-0174,CORR-0230,EVT00568|EVT00572,2,Malware Detection,84.0,Critical,Critical,1,AST004,Firewall,Critical,alice,146.212.96.249,10.0.7.106,nan,nan,nan,False,nan,nan,9.0,CVE-2024-1045,Open,2026-09-05T15:46:29.752363+00:00
INC-0175,CORR-0231,EVT00569|EVT00574|EVT00577,3,Port Scan,51.5,Moderate,Moderate,3,AST001,HR-PC-01,Medium,alice,209.247.152.142,10.0.4.232,nan,nan,nan,False,nan,nan,3.4,CVE-2024-1045,Open,2026-09-05T15:46:29.753372+00:00
INC-0176,CORR-0232,EVT00571|EVT00575,2,Privilege Escalation,63.75,High,High,2,AST005,Database-01,Critical,admin,6.75.92.48,10.0.9.98,nan,nan,nan,False,nan,nan,6.2,CVE-2024-2201,Open,2026-09-05T15:46:29.753372+00:00
INC-0177,CORR-0233,EVT00576|EVT00581|EVT00586,3,Malware Detection,74.0,High,High,2,AST004,Firewall,Critical,alex,92.113.84.157,10.0.0.247,nan,nan,nan,False,nan,nan,6.3,CVE-2024-1045,Open,2026-09-05T15:46:29.753372+00:00
INC-0178,CORR-0235,EVT00578|EVT00580|EVT00582|EVT00584,4,Malware Detection,76.5,High,High,2,AST005,Database-01,Critical,alex,146.2.164.34,10.0.8.230,nan,nan,nan,False,nan,nan,8.4,CVE-2024-1045,Open,2026-09-05T15:46:29.753372+00:00
INC-0179,CORR-0236,EVT00579|EVT00585|EVT00589,3,Privilege Escalation,60.25,High,High,2,AST001,HR-PC-01,Medium,john,94.253.14.195,10.0.9.202,nan,nan,nan,False,nan,nan,8.2,CVE-2024-1045,Open,2026-09-05T15:46:29.754372+00:00
INC-0180,CORR-0237,EVT00587|EVT00590|EVT00591,3,Login Success,59.0,Moderate,Moderate,3,AST002,Finance-PC-02,High,admin,15.93.251.87,10.0.6.189,nan,nan,nan,False,nan,nan,3.8,CVE-2024-1045,Open,2026-09-05T15:46:29.754372+00:00
INC-0181,CORR-0239,EVT00588|EVT00593,2,Malware Detection,63.6,High,High,2,AST001,HR-PC-01,Medium,john,8.231.124.109,10.0.3.166,nan,nan,nan,False,nan,nan,9.7,CVE-2023-1234,Open,2026-09-05T15:46:29.754372+00:00
INC-0182,CORR-0240,EVT00594|EVT00596|EVT00597,3,Brute Force,66.5,High,High,2,AST004,Firewall,Critical,root,45.71.160.252,10.0.9.61,nan,nan,nan,False,nan,nan,1.2,CVE-2024-1045,Open,2026-09-05T15:46:29.755705+00:00
INC-0183,CORR-0241,EVT00595|EVT00598,2,Brute Force,67.75,High,High,2,AST002,Finance-PC-02,High,david,72.184.23.199,10.0.4.50,nan,nan,nan,False,nan,nan,9.2,CVE-2024-1045,Open,2026-09-05T15:46:29.755705+00:00
INC-0184,CORR-0242,EVT00600|EVT00602,2,SQL Injection Attempt,43.75,Moderate,Moderate,3,AST005,Database-01,Critical,alice,107.226.86.101,10.0.5.96,nan,nan,nan,False,nan,nan,6.1,CVE-2024-2201,Open,2026-09-05T15:46:29.755705+00:00
INC-0185,CORR-0243,EVT00599|EVT00601|EVT00604|EVT00609,4,Failed Login,61.5,High,High,2,AST001,HR-PC-01,Medium,david,92.54.179.115,10.0.4.30,T1110,Brute Force,Credential Access,False,nan,nan,1.9,CVE-2024-1045,Open,2026-09-05T15:46:29.755705+00:00
INC-0186,CORR-0244,EVT00603|EVT00605|EVT00610,3,SQL Injection Attempt,61.25,High,High,2,AST002,Finance-PC-02,High,root,15.112.189.106,10.0.6.200,nan,nan,nan,False,nan,nan,7.5,CVE-2024-2201,Open,2026-09-05T15:46:29.756717+00:00
INC-0187,CORR-0245,EVT00606|EVT00607|EVT00612,3,Brute Force,61.25,High,High,2,AST003,WebServer,High,alex,68.39.205.223,10.0.5.121,nan,nan,nan,False,nan,nan,8.0,CVE-2024-2201,Open,2026-09-05T15:46:29.756717+00:00
INC-0188,CORR-0246,EVT00608|EVT00613,2,Brute Force,61.1,High,High,2,AST004,Firewall,Critical,admin,25.232.134.238,10.0.5.26,nan,nan,nan,False,nan,nan,0.4,CVE-2023-1234,Open,2026-09-05T15:46:29.756717+00:00
INC-0189,CORR-0248,EVT00611|EVT00616|EVT00618,3,Malware Detection,69.0,High,High,2,AST003,WebServer,High,john,112.93.46.211,10.0.7.13,nan,nan,nan,False,nan,nan,6.3,CVE-2024-1045,Open,2026-09-05T15:46:29.757712+00:00
INC-0190,CORR-0249,EVT00615|EVT00617|EVT00621,3,Failed Login,62.75,High,High,2,AST001,HR-PC-01,Medium,john,220.169.35.55,10.0.0.32,T1110,Brute Force,Credential Access,False,nan,nan,4.7,CVE-2024-1045,Open,2026-09-05T15:46:29.757712+00:00
INC-0191,CORR-0251,EVT00620|EVT00623,2,SQL Injection Attempt,66.25,High,High,2,AST005,Database-01,Critical,john,82.27.96.207,10.0.6.122,nan,nan,nan,False,nan,nan,7.1,CVE-2024-2201,Open,2026-09-05T15:46:29.757712+00:00
INC-0192,CORR-0252,EVT00624|EVT00625|EVT00626,3,Login Success,42.5,Moderate,Moderate,3,AST004,Firewall,Critical,root,12.107.115.152,10.0.6.190,nan,nan,nan,False,nan,nan,1.2,nan,Open,2026-09-05T15:46:29.758789+00:00
INC-0193,CORR-0254,EVT00622|EVT00628,2,Privilege Escalation,37.5,Medium,Medium,4,AST001,HR-PC-01,Medium,john,222.134.160.89,10.0.10.228,nan,nan,nan,False,nan,nan,2.8,nan,Open,2026-09-05T15:46:29.758789+00:00
INC-0194,CORR-0256,EVT00632|EVT00634,2,File Access,29.85,Medium,Medium,4,AST001,HR-PC-01,Medium,alice,24.11.181.133,10.0.2.84,nan,nan,nan,False,nan,nan,8.9,CVE-2023-1234,Open,2026-09-05T15:46:29.758789+00:00
INC-0195,CORR-0258,EVT00630|EVT00631|EVT00633|EVT00636,4,Port Scan,70.25,High,High,2,AST005,Database-01,Critical,alex,107.47.148.197,10.0.3.194,nan,nan,nan,False,nan,nan,8.5,CVE-2024-1045,Open,2026-09-05T15:46:29.759790+00:00
INC-0196,CORR-0259,EVT00638|EVT00640|EVT00645,3,Phishing Email,70.25,High,High,2,AST005,Database-01,Critical,john,182.89.107.156,10.0.7.233,nan,nan,nan,False,nan,nan,8.8,CVE-2024-1045,Open,2026-09-05T15:46:29.759790+00:00
INC-0197,CORR-0260,EVT00637|EVT00639|EVT00642|EVT00643,4,Malware Detection,67.75,High,High,2,AST002,Finance-PC-02,High,alex,72.137.120.234,10.0.0.31,nan,nan,nan,False,nan,nan,1.0,CVE-2024-1045,Open,2026-09-05T15:46:29.759790+00:00
INC-0198,CORR-0261,EVT00641|EVT00646,2,Brute Force,62.35,High,High,2,AST005,Database-01,Critical,john,113.46.190.179,10.0.4.62,nan,nan,nan,False,nan,nan,6.5,CVE-2023-1234,Open,2026-09-05T15:46:29.760787+00:00
INC-0199,CORR-0263,EVT00644|EVT00650|EVT00652,3,Phishing Email,61.5,High,High,2,AST005,Database-01,Critical,alice,17.115.152.169,10.0.6.220,nan,nan,nan,False,nan,nan,1.7,CVE-2024-1045,Open,2026-09-05T15:46:29.760787+00:00
